Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Jordan Dawson,24,26/08/2023,Eagles,Win 123-78,24,0,0
2023,Jordan Dawson,13,10/06/2023,Eagles,Win 174-52,32,0,0
2022,Jordan Dawson,21,07/08/2022,Eagles,Win 102-86,27,0,0
2022,Jordan Dawson,12,04/06/2022,Eagles,Win 88-57,23,0,0
2021,Jordan Dawson,16,04/07/2021,Eagles,Win 118-26,25,2,0
2023,Rory Laird,24,26/08/2023,Eagles,Win 123-78,37,0,0
2023,Rory Laird,13,10/06/2023,Eagles,Win 174-52,34,0,0
2022,Rory Laird,21,07/08/2022,Eagles,Win 102-86,36,2,0
2022,Rory Laird,12,04/06/2022,Eagles,Win 88-57,33,1,0
2021,Rory Laird,18,18/07/2021,Eagles,Loss 56-98,34,0,0
2021,Rory Laird,9,16/05/2021,Eagles,Loss 76-106,36,1,0
2023,Matt Crouch,24,26/08/2023,Eagles,Win 123-78,31,0,0
2022,Matt Crouch,12,04/06/2022,Eagles,Win 88-57,27,0,0
2023,Reilly O'Brien,24,26/08/2023,Eagles,Win 123-78,13,0,1
2023,Reilly O'Brien,13,10/06/2023,Eagles,Win 174-52,18,0,0
2022,Reilly O'Brien,21,07/08/2022,Eagles,Win 102-86,13,0,0
2022,Reilly O'Brien,12,04/06/2022,Eagles,Win 88-57,9,0,0
2021,Reilly O'Brien,18,18/07/2021,Eagles,Loss 56-98,11,0,0
2021,Reilly O'Brien,9,16/05/2021,Eagles,Loss 76-106,10,0,0
2023,Brodie Smith,24,26/08/2023,Eagles,Win 123-78,20,0,1
2023,Brodie Smith,13,10/06/2023,Eagles,Win 174-52,18,0,0
2022,Brodie Smith,21,07/08/2022,Eagles,Win 102-86,7,0,0
2022,Brodie Smith,12,04/06/2022,Eagles,Win 88-57,21,0,0
2021,Brodie Smith,18,18/07/2021,Eagles,Loss 56-98,27,0,1
2021,Brodie Smith,9,16/05/2021,Eagles,Loss 76-106,22,0,0
2023,Taylor Walker,24,26/08/2023,Eagles,Win 123-78,21,9,4
2023,Taylor Walker,13,10/06/2023,Eagles,Win 174-52,21,10,2
2022,Taylor Walker,21,07/08/2022,Eagles,Win 102-86,5,1,1
2022,Taylor Walker,12,04/06/2022,Eagles,Win 88-57,22,3,1
2021,Taylor Walker,18,18/07/2021,Eagles,Loss 56-98,13,1,1
2023,Ben Keays,24,26/08/2023,Eagles,Win 123-78,19,1,0
2023,Ben Keays,13,10/06/2023,Eagles,Win 174-52,29,1,0
2022,Ben Keays,21,07/08/2022,Eagles,Win 102-86,14,0,0
2022,Ben Keays,12,04/06/2022,Eagles,Win 88-57,29,0,0
2021,Ben Keays,18,18/07/2021,Eagles,Loss 56-98,30,2,0
2021,Ben Keays,9,16/05/2021,Eagles,Loss 76-106,32,0,1
2023,Mitchell Hinge,24,26/08/2023,Eagles,Win 123-78,23,0,0
2023,Mitchell Hinge,13,10/06/2023,Eagles,Win 174-52,18,0,1
2022,Mitchell Hinge,21,07/08/2022,Eagles,Win 102-86,21,1,0
2022,Mitchell Hinge,12,04/06/2022,Eagles,Win 88-57,18,0,0
2023,Rory Sloane,13,10/06/2023,Eagles,Win 174-52,19,2,0
2021,Rory Sloane,18,18/07/2021,Eagles,Loss 56-98,25,0,0
2021,Rory Sloane,9,16/05/2021,Eagles,Loss 76-106,22,0,0
2023,Izak Rankine,24,26/08/2023,Eagles,Win 123-78,13,0,2
2023,Izak Rankine,13,10/06/2023,Eagles,Win 174-52,20,3,2
2022,Izak Rankine,20,31/07/2022,Eagles,Win 107-104,12,3,1
2022,Izak Rankine,1,20/03/2022,Eagles,Win 107-80,23,4,1
2021,Izak Rankine,1,21/03/2021,Eagles,Loss 58-83,11,0,1
2023,Josh Rachele,24,26/08/2023,Eagles,Win 123-78,18,3,1
2023,Josh Rachele,13,10/06/2023,Eagles,Win 174-52,15,1,1
2023,Wayne Milera,24,26/08/2023,Eagles,Win 123-78,19,0,0
2023,Wayne Milera,13,10/06/2023,Eagles,Win 174-52,21,0,0
2022,Wayne Milera,21,07/08/2022,Eagles,Win 102-86,9,0,0
2022,Wayne Milera,12,04/06/2022,Eagles,Win 88-57,15,1,1
2023,Lachlan Sholl,13,10/06/2023,Eagles,Win 174-52,17,2,1
2021,Lachlan Sholl,18,18/07/2021,Eagles,Loss 56-98,4,0,0
