Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim Kelly,24,26/08/2023,Crows,Loss 78-123,35,0,0
2023,Tim Kelly,13,10/06/2023,Crows,Loss 52-174,27,1,0
2022,Tim Kelly,21,07/08/2022,Crows,Loss 86-102,26,0,0
2022,Tim Kelly,12,04/06/2022,Crows,Loss 57-88,24,0,0
2021,Tim Kelly,18,18/07/2021,Crows,Win 98-56,26,0,0
2021,Tim Kelly,9,16/05/2021,Crows,Win 106-76,31,0,0
2023,Liam Duggan,24,26/08/2023,Crows,Loss 78-123,29,0,0
2022,Liam Duggan,21,07/08/2022,Crows,Loss 86-102,19,1,0
2022,Liam Duggan,12,04/06/2022,Crows,Loss 57-88,11,0,0
2021,Liam Duggan,18,18/07/2021,Crows,Win 98-56,19,0,0
2023,Dom Sheed,13,10/06/2023,Crows,Loss 52-174,17,0,0
2021,Dom Sheed,18,18/07/2021,Crows,Win 98-56,16,0,0
2021,Dom Sheed,9,16/05/2021,Crows,Win 106-76,23,0,1
2023,Alex Witherden,24,26/08/2023,Crows,Loss 78-123,15,0,0
2023,Alex Witherden,13,10/06/2023,Crows,Loss 52-174,15,0,0
2022,Alex Witherden,12,04/06/2022,Crows,Loss 57-88,22,0,0
2021,Alex Witherden,9,16/05/2021,Crows,Win 106-76,30,0,0
2023,Jayden Hunt,24,26/08/2023,Crows,Loss 78-123,9,0,0
2023,Jayden Hunt,13,10/06/2023,Crows,Loss 52-174,13,0,0
2021,Jayden Hunt,10,22/05/2021,Crows,Loss 95-96,7,0,0
2023,Bailey J. Williams,24,26/08/2023,Crows,Loss 78-123,10,0,2
2023,Bailey J. Williams,13,10/06/2023,Crows,Loss 52-174,20,1,0
2022,Bailey J. Williams,21,07/08/2022,Crows,Loss 86-102,5,0,1
2022,Bailey J. Williams,12,04/06/2022,Crows,Loss 57-88,5,0,0
2021,Bailey J. Williams,18,18/07/2021,Crows,Win 98-56,5,1,0
2021,Bailey J. Williams,9,16/05/2021,Crows,Win 106-76,5,0,1
2022,Jake Waterman,21,07/08/2022,Crows,Loss 86-102,15,0,1
2022,Jake Waterman,12,04/06/2022,Crows,Loss 57-88,14,0,1
2021,Jake Waterman,9,16/05/2021,Crows,Win 106-76,17,2,1
2023,Matt Flynn,1,19/03/2023,Crows,Win 106-90,8,1,1
2022,Matt Flynn,7,30/04/2022,Crows,Win 113-54,8,0,0
2022,Liam Ryan,21,07/08/2022,Crows,Loss 86-102,16,0,0
2021,Liam Ryan,18,18/07/2021,Crows,Win 98-56,16,3,4
2023,Andrew Gaff,24,26/08/2023,Crows,Loss 78-123,17,0,0
2023,Andrew Gaff,13,10/06/2023,Crows,Loss 52-174,16,1,0
2022,Andrew Gaff,21,07/08/2022,Crows,Loss 86-102,25,0,1
2022,Andrew Gaff,12,04/06/2022,Crows,Loss 57-88,30,1,1
2021,Andrew Gaff,18,18/07/2021,Crows,Win 98-56,34,0,0
2021,Andrew Gaff,9,16/05/2021,Crows,Win 106-76,30,0,0
2023,Jeremy McGovern,24,26/08/2023,Crows,Loss 78-123,16,0,0
2021,Jeremy McGovern,18,18/07/2021,Crows,Win 98-56,19,0,0
2021,Jeremy McGovern,9,16/05/2021,Crows,Win 106-76,22,0,0
2023,Elliot Yeo,13,10/06/2023,Crows,Loss 52-174,30,0,0
2021,Elliot Yeo,18,18/07/2021,Crows,Win 98-56,22,1,1
2023,Jamie Cripps,24,26/08/2023,Crows,Loss 78-123,11,1,0
2022,Jamie Cripps,21,07/08/2022,Crows,Loss 86-102,14,2,0
2022,Jamie Cripps,12,04/06/2022,Crows,Loss 57-88,14,1,0
2021,Jamie Cripps,18,18/07/2021,Crows,Win 98-56,25,5,2
2021,Jamie Cripps,9,16/05/2021,Crows,Win 106-76,25,1,0
2023,Jamaine Jones,24,26/08/2023,Crows,Loss 78-123,13,1,0
2022,Jamaine Jones,21,07/08/2022,Crows,Loss 86-102,24,0,0
2021,Jamaine Jones,9,16/05/2021,Crows,Win 106-76,7,1,0
2023,Tom Cole,24,26/08/2023,Crows,Loss 78-123,16,1,0
2021,Tom Cole,18,18/07/2021,Crows,Win 98-56,13,0,0
2021,Tom Cole,9,16/05/2021,Crows,Win 106-76,14,0,0
2023,Oscar Allen,24,26/08/2023,Crows,Loss 78-123,12,4,1
2023,Oscar Allen,13,10/06/2023,Crows,Loss 52-174,13,1,0
2021,Oscar Allen,18,18/07/2021,Crows,Win 98-56,6,1,1
2021,Oscar Allen,9,16/05/2021,Crows,Win 106-76,11,3,0
2023,Brady Hough,24,26/08/2023,Crows,Loss 78-123,26,0,0
2023,Brady Hough,13,10/06/2023,Crows,Loss 52-174,14,0,0
2022,Brady Hough,21,07/08/2022,Crows,Loss 86-102,10,0,1
2022,Brady Hough,12,04/06/2022,Crows,Loss 57-88,11,0,0
2023,Jack Darling,24,26/08/2023,Crows,Loss 78-123,17,3,1
2023,Jack Darling,13,10/06/2023,Crows,Loss 52-174,9,1,1
2022,Jack Darling,21,07/08/2022,Crows,Loss 86-102,10,2,1
2022,Jack Darling,12,04/06/2022,Crows,Loss 57-88,15,2,0
2021,Jack Darling,18,18/07/2021,Crows,Win 98-56,12,1,0
2021,Jack Darling,9,16/05/2021,Crows,Win 106-76,15,5,2
2023,Reuben Ginbey,13,10/06/2023,Crows,Loss 52-174,19,0,0
2022,Tom Barrass,21,07/08/2022,Crows,Loss 86-102,14,0,0
2022,Tom Barrass,12,04/06/2022,Crows,Loss 57-88,18,0,0
2021,Tom Barrass,9,16/05/2021,Crows,Win 106-76,14,0,0
2023,Jack Petruccelle,24,26/08/2023,Crows,Loss 78-123,10,0,1
2023,Jack Petruccelle,13,10/06/2023,Crows,Loss 52-174,17,1,0
2021,Jack Petruccelle,18,18/07/2021,Crows,Win 98-56,20,2,2
2021,Jack Petruccelle,9,16/05/2021,Crows,Win 106-76,14,1,0
2023,Tyler Brockman,6,23/04/2023,Crows,Loss 76-79,10,2,0
2021,Tyler Brockman,19,24/07/2021,Crows,Loss 83-102,6,1,0
2023,Ryan Maric,24,26/08/2023,Crows,Loss 78-123,9,0,0
2023,Ryan Maric,13,10/06/2023,Crows,Loss 52-174,8,2,1
2023,Luke Edwards,24,26/08/2023,Crows,Loss 78-123,7,0,0
2023,Luke Edwards,13,10/06/2023,Crows,Loss 52-174,8,0,0
2021,Luke Edwards,18,18/07/2021,Crows,Win 98-56,19,0,0
2023,Noah Long,24,26/08/2023,Crows,Loss 78-123,15,0,0
2023,Noah Long,13,10/06/2023,Crows,Loss 52-174,4,0,1
2023,Josh Rotham,24,26/08/2023,Crows,Loss 78-123,10,0,0
2021,Josh Rotham,18,18/07/2021,Crows,Win 98-56,12,0,0
2021,Josh Rotham,9,16/05/2021,Crows,Win 106-76,24,0,0
2023,Elijah Hewett,24,26/08/2023,Crows,Loss 78-123,12,0,0
2023,Campbell Chesser,13,10/06/2023,Crows,Loss 52-174,11,0,0
2022,Callum Jamieson,12,04/06/2022,Crows,Loss 57-88,11,0,0
2023,Jack Williams,24,26/08/2023,Crows,Loss 78-123,4,1,0
2022,Harry Edwards,21,07/08/2022,Crows,Loss 86-102,8,0,0
2022,Harry Edwards,12,04/06/2022,Crows,Loss 57-88,9,0,0
2021,Harry Edwards,18,18/07/2021,Crows,Win 98-56,7,0,0
2023,Zane Trew,13,10/06/2023,Crows,Loss 52-174,11,0,0
2023,Rhett Bazzo,13,10/06/2023,Crows,Loss 52-174,12,0,0
