Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Noah Anderson,11,27/05/2023,Bulldogs,Win 84-77,26,0,0
2022,Noah Anderson,10,21/05/2022,Bulldogs,Loss 87-106,21,0,0
2021,Noah Anderson,18,17/07/2021,Bulldogs,Loss 79-90,23,0,2
2021,Noah Anderson,5,17/04/2021,Bulldogs,Loss 56-118,18,0,0
2022,Touk Miller,10,21/05/2022,Bulldogs,Loss 87-106,19,0,0
2021,Touk Miller,18,17/07/2021,Bulldogs,Loss 79-90,38,0,0
2021,Touk Miller,5,17/04/2021,Bulldogs,Loss 56-118,27,0,0
2023,Matt Rowell,11,27/05/2023,Bulldogs,Win 84-77,29,1,0
2022,Matt Rowell,10,21/05/2022,Bulldogs,Loss 87-106,6,0,0
2021,Matt Rowell,18,17/07/2021,Bulldogs,Loss 79-90,16,0,0
2023,Jarrod Witts,11,27/05/2023,Bulldogs,Win 84-77,19,0,0
2022,Jarrod Witts,10,21/05/2022,Bulldogs,Loss 87-106,11,0,0
2021,Sam Flanders,18,17/07/2021,Bulldogs,Loss 79-90,9,0,0
2022,Lachie Weller,10,21/05/2022,Bulldogs,Loss 87-106,17,0,1
2021,Lachie Weller,5,17/04/2021,Bulldogs,Loss 56-118,18,0,0
2023,Wil Powell,11,27/05/2023,Bulldogs,Win 84-77,16,0,0
2022,Wil Powell,10,21/05/2022,Bulldogs,Loss 87-106,14,0,1
2021,Wil Powell,18,17/07/2021,Bulldogs,Loss 79-90,20,0,0
2021,Wil Powell,5,17/04/2021,Bulldogs,Loss 56-118,17,0,0
2023,Darcy Macpherson,11,27/05/2023,Bulldogs,Win 84-77,18,0,0
2021,Darcy Macpherson,5,17/04/2021,Bulldogs,Loss 56-118,12,0,1
2022,Brandon Ellis,10,21/05/2022,Bulldogs,Loss 87-106,15,1,0
2021,Brandon Ellis,18,17/07/2021,Bulldogs,Loss 79-90,3,0,0
2021,Brandon Ellis,5,17/04/2021,Bulldogs,Loss 56-118,27,0,0
2023,Rory Atkins,11,27/05/2023,Bulldogs,Win 84-77,6,0,0
2021,Rory Atkins,18,17/07/2021,Bulldogs,Loss 79-90,16,0,1
2023,Ben Ainsworth,11,27/05/2023,Bulldogs,Win 84-77,14,1,0
2022,Ben Ainsworth,10,21/05/2022,Bulldogs,Loss 87-106,14,3,1
2021,Ben Ainsworth,18,17/07/2021,Bulldogs,Loss 79-90,13,3,1
2021,Ben Ainsworth,5,17/04/2021,Bulldogs,Loss 56-118,17,0,1
2022,Connor Budarick,10,21/05/2022,Bulldogs,Loss 87-106,8,0,0
2023,David Swallow,11,27/05/2023,Bulldogs,Win 84-77,19,1,0
2022,David Swallow,10,21/05/2022,Bulldogs,Loss 87-106,25,0,0
2021,David Swallow,18,17/07/2021,Bulldogs,Loss 79-90,20,0,0
2021,David Swallow,5,17/04/2021,Bulldogs,Loss 56-118,17,0,1
2023,Jack Lukosius,11,27/05/2023,Bulldogs,Win 84-77,12,5,0
2021,Jack Lukosius,18,17/07/2021,Bulldogs,Loss 79-90,22,0,1
2021,Jack Lukosius,5,17/04/2021,Bulldogs,Loss 56-118,18,1,0
2023,Brayden Fiorini,11,27/05/2023,Bulldogs,Win 84-77,10,0,0
2022,Brayden Fiorini,10,21/05/2022,Bulldogs,Loss 87-106,9,0,0
2021,Brayden Fiorini,18,17/07/2021,Bulldogs,Loss 79-90,32,0,0
2023,Charlie Ballard,11,27/05/2023,Bulldogs,Win 84-77,14,0,0
2022,Charlie Ballard,10,21/05/2022,Bulldogs,Loss 87-106,15,0,0
2021,Charlie Ballard,18,17/07/2021,Bulldogs,Loss 79-90,10,0,0
2023,Nick Holman,11,27/05/2023,Bulldogs,Win 84-77,12,2,0
2022,Nick Holman,10,21/05/2022,Bulldogs,Loss 87-106,5,0,0
2021,Nick Holman,18,17/07/2021,Bulldogs,Loss 79-90,16,3,0
2021,Nick Holman,5,17/04/2021,Bulldogs,Loss 56-118,19,0,0
2023,Levi Casboult,11,27/05/2023,Bulldogs,Win 84-77,11,0,1
2022,Levi Casboult,10,21/05/2022,Bulldogs,Loss 87-106,7,0,3
2021,Levi Casboult,8,09/05/2021,Bulldogs,Loss 91-107,11,0,2
2023,Alex Davies,11,27/05/2023,Bulldogs,Win 84-77,14,0,0
2023,Sam Collins,11,27/05/2023,Bulldogs,Win 84-77,12,0,0
2022,Sam Collins,10,21/05/2022,Bulldogs,Loss 87-106,10,0,0
2021,Sam Collins,18,17/07/2021,Bulldogs,Loss 79-90,14,0,0
2021,Sam Collins,5,17/04/2021,Bulldogs,Loss 56-118,13,0,0
2023,Joel Jeffrey,11,27/05/2023,Bulldogs,Win 84-77,15,0,0
2022,Joel Jeffrey,10,21/05/2022,Bulldogs,Loss 87-106,10,5,0
2023,Bailey Humphrey,11,27/05/2023,Bulldogs,Win 84-77,19,1,0
2023,Mac Andrew,11,27/05/2023,Bulldogs,Win 84-77,15,0,0
2022,Jack Mahony,5,15/04/2022,Bulldogs,Loss 71-139,4,0,0
2021,Jack Mahony,16,04/07/2021,Bulldogs,Loss 79-108,13,0,0
2021,Jack Mahony,3,02/04/2021,Bulldogs,Loss 39-167,11,0,0
2023,Ben King,11,27/05/2023,Bulldogs,Win 84-77,7,2,2
2021,Ben King,18,17/07/2021,Bulldogs,Loss 79-90,8,2,2
2021,Ben King,5,17/04/2021,Bulldogs,Loss 56-118,7,2,2
2023,Malcolm Rosas,11,27/05/2023,Bulldogs,Win 84-77,9,0,1
2022,Malcolm Rosas,10,21/05/2022,Bulldogs,Loss 87-106,5,1,0
2023,Ben Long,11,27/05/2023,Bulldogs,Win 84-77,13,0,0
2022,Ben Long,18,15/07/2022,Bulldogs,Loss 56-84,10,0,0
2022,Sean Lemmens,10,21/05/2022,Bulldogs,Loss 87-106,22,0,0
2021,Sean Lemmens,18,17/07/2021,Bulldogs,Loss 79-90,13,0,0
2023,Jy Farrar,11,27/05/2023,Bulldogs,Win 84-77,4,0,0
2022,Jy Farrar,10,21/05/2022,Bulldogs,Loss 87-106,14,1,0
2021,Jy Farrar,5,17/04/2021,Bulldogs,Loss 56-118,21,0,0
2023,Thomas Berry,11,27/05/2023,Bulldogs,Win 84-77,8,0,1
2021,Thomas Berry,4,10/04/2021,Bulldogs,Loss 54-73,4,0,0
2021,Alex Sexton,18,17/07/2021,Bulldogs,Loss 79-90,17,3,4
2021,Alex Sexton,5,17/04/2021,Bulldogs,Loss 56-118,9,1,1
2021,Caleb Graham,18,17/07/2021,Bulldogs,Loss 79-90,9,0,0
2021,Caleb Graham,5,17/04/2021,Bulldogs,Loss 56-118,8,0,0
