Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim English,11,27/05/2023,Suns,Loss 77-84,17,0,1
2021,Tim English,18,17/07/2021,Suns,Win 90-79,14,1,1
2021,Tim English,5,17/04/2021,Suns,Win 118-56,12,1,2
2023,Marcus Bontempelli,11,27/05/2023,Suns,Loss 77-84,27,0,0
2022,Marcus Bontempelli,10,21/05/2022,Suns,Win 106-87,24,3,2
2021,Marcus Bontempelli,18,17/07/2021,Suns,Win 90-79,36,0,0
2021,Marcus Bontempelli,5,17/04/2021,Suns,Win 118-56,33,3,1
2022,Adam Treloar,10,21/05/2022,Suns,Win 106-87,26,1,2
2021,Adam Treloar,5,17/04/2021,Suns,Win 118-56,26,2,1
2023,Tom Liberatore,11,27/05/2023,Suns,Loss 77-84,17,0,0
2022,Tom Liberatore,10,21/05/2022,Suns,Win 106-87,22,0,0
2021,Tom Liberatore,5,17/04/2021,Suns,Win 118-56,24,1,0
2023,Jack Macrae,11,27/05/2023,Suns,Loss 77-84,33,0,0
2022,Jack Macrae,10,21/05/2022,Suns,Win 106-87,34,0,1
2021,Jack Macrae,18,17/07/2021,Suns,Win 90-79,31,2,0
2021,Jack Macrae,5,17/04/2021,Suns,Win 118-56,35,0,0
2023,Caleb Daniel,11,27/05/2023,Suns,Loss 77-84,25,1,0
2022,Caleb Daniel,10,21/05/2022,Suns,Win 106-87,19,0,0
2021,Caleb Daniel,18,17/07/2021,Suns,Win 90-79,23,1,0
2023,Bailey Dale,11,27/05/2023,Suns,Loss 77-84,27,0,1
2022,Bailey Dale,10,21/05/2022,Suns,Win 106-87,23,0,1
2021,Bailey Dale,18,17/07/2021,Suns,Win 90-79,30,0,0
2021,Bailey Dale,5,17/04/2021,Suns,Win 118-56,27,0,0
2023,Bailey Smith,11,27/05/2023,Suns,Loss 77-84,23,1,1
2022,Bailey Smith,10,21/05/2022,Suns,Win 106-87,34,1,0
2021,Bailey Smith,18,17/07/2021,Suns,Win 90-79,33,0,0
2021,Bailey Smith,5,17/04/2021,Suns,Win 118-56,20,0,2
2023,Ed Richards,11,27/05/2023,Suns,Loss 77-84,17,0,0
2022,Ed Richards,10,21/05/2022,Suns,Win 106-87,20,0,0
2021,Ed Richards,18,17/07/2021,Suns,Win 90-79,19,0,0
2021,Jason Johannisen,18,17/07/2021,Suns,Win 90-79,14,2,1
2021,Jason Johannisen,5,17/04/2021,Suns,Win 118-56,16,0,0
2023,Bailey Williams,11,27/05/2023,Suns,Loss 77-84,17,2,0
2022,Bailey Williams,10,21/05/2022,Suns,Win 106-87,18,2,2
2021,Bailey Williams,18,17/07/2021,Suns,Win 90-79,16,0,0
2021,Bailey Williams,5,17/04/2021,Suns,Win 118-56,14,0,0
2023,Aaron Naughton,11,27/05/2023,Suns,Loss 77-84,13,1,2
2022,Aaron Naughton,10,21/05/2022,Suns,Win 106-87,15,3,2
2021,Aaron Naughton,18,17/07/2021,Suns,Win 90-79,9,1,0
2021,Aaron Naughton,5,17/04/2021,Suns,Win 118-56,12,2,3
2023,Lachlan Bramble,15,25/06/2023,Suns,Loss 34-101,16,0,1
2022,Lachlan Bramble,11,28/05/2022,Suns,Loss 54-121,12,0,0
2023,Oskar Baker,11,27/05/2023,Suns,Loss 77-84,15,0,0
2023,Jamarra Ugle-Hagan,11,27/05/2023,Suns,Loss 77-84,12,3,1
2021,Jamarra Ugle-Hagan,18,17/07/2021,Suns,Win 90-79,8,3,0
2023,Rory Lobb,11,27/05/2023,Suns,Loss 77-84,14,0,1
2022,Rory Lobb,9,15/05/2022,Suns,Loss 33-69,5,1,0
2021,Rory Lobb,13,12/06/2021,Suns,Win 76-49,17,2,1
2023,Cody Weightman,11,27/05/2023,Suns,Loss 77-84,10,2,1
2021,Cody Weightman,18,17/07/2021,Suns,Win 90-79,9,2,0
2021,Caleb Poulter,7,01/05/2021,Suns,Loss 55-79,15,0,0
2022,Rhylee West,10,21/05/2022,Suns,Win 106-87,15,0,1
2022,Alex Keath,10,21/05/2022,Suns,Win 106-87,7,0,0
2021,Alex Keath,18,17/07/2021,Suns,Win 90-79,16,0,0
2021,Alex Keath,5,17/04/2021,Suns,Win 118-56,20,0,0
2023,Taylor Duryea,11,27/05/2023,Suns,Loss 77-84,13,0,0
2021,Taylor Duryea,18,17/07/2021,Suns,Win 90-79,18,0,0
2021,Taylor Duryea,5,17/04/2021,Suns,Win 118-56,16,0,0
2023,Anthony Scott,11,27/05/2023,Suns,Loss 77-84,11,1,0
2022,Anthony Scott,10,21/05/2022,Suns,Win 106-87,14,0,0
2021,Anthony Scott,5,17/04/2021,Suns,Win 118-56,13,1,1
2023,James Harmes,8,06/05/2023,Suns,Win 90-85,6,0,1
2022,James Harmes,2,26/03/2022,Suns,Win 82-69,21,1,0
2021,James Harmes,20,01/08/2021,Suns,Win 128-30,24,0,3
2023,Liam Jones,11,27/05/2023,Suns,Loss 77-84,14,0,0
2022,Liam Jones,21,07/08/2022,Suns,Loss 57-76,11,0,0
2022,Liam Jones,4,10/04/2022,Suns,Win 70-59,21,0,1
2021,Liam Jones,21,07/08/2021,Suns,Loss 57-76,11,0,0
2021,Liam Jones,4,10/04/2021,Suns,Win 70-59,21,0,1
2023,Ryan Gardner,11,27/05/2023,Suns,Loss 77-84,12,0,0
2022,Ryan Gardner,10,21/05/2022,Suns,Win 106-87,5,0,0
2021,Riley Garcia,18,17/07/2021,Suns,Win 90-79,16,0,0
2023,Arthur Jones,11,27/05/2023,Suns,Loss 77-84,13,0,1
2023,James O'Donnell,11,27/05/2023,Suns,Loss 77-84,10,0,0
2022,Luke Cleary,10,21/05/2022,Suns,Win 106-87,16,0,0
2023,Lachlan McNeil,11,27/05/2023,Suns,Loss 77-84,6,0,0
2022,Lachlan McNeil,10,21/05/2022,Suns,Win 106-87,11,2,1
2021,Lachlan McNeil,18,17/07/2021,Suns,Win 90-79,12,1,0
2021,Lachlan McNeil,5,17/04/2021,Suns,Win 118-56,13,1,1
2022,Buku Khamis,10,21/05/2022,Suns,Win 106-87,5,0,1
2021,Nick Coffield,8,08/05/2021,Suns,Win 63-54,11,0,0
