Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Zach Merrett,3,01/04/2023,Saints,Loss 74-92,25,0,0
2022,Zach Merrett,14,17/06/2022,Saints,Win 107-72,26,0,1
2021,Zach Merrett,3,03/04/2021,Saints,Win 143-68,34,0,0
2023,Darcy Parish,3,01/04/2023,Saints,Loss 74-92,35,1,0
2021,Darcy Parish,3,03/04/2021,Saints,Win 143-68,34,0,0
2023,Will Setterfield,3,01/04/2023,Saints,Loss 74-92,21,0,0
2023,Mason Redman,3,01/04/2023,Saints,Loss 74-92,19,0,0
2022,Mason Redman,14,17/06/2022,Saints,Win 107-72,31,0,1
2021,Mason Redman,3,03/04/2021,Saints,Win 143-68,10,1,0
2023,Nic Martin,3,01/04/2023,Saints,Loss 74-92,28,1,2
2022,Nic Martin,14,17/06/2022,Saints,Win 107-72,18,1,1
2023,Andrew McGrath,3,01/04/2023,Saints,Loss 74-92,24,0,0
2022,Andrew McGrath,14,17/06/2022,Saints,Win 107-72,21,0,0
2021,Andrew McGrath,3,03/04/2021,Saints,Win 143-68,23,1,0
2023,Dyson Heppell,3,01/04/2023,Saints,Loss 74-92,16,0,0
2022,Dyson Heppell,14,17/06/2022,Saints,Win 107-72,20,0,0
2023,Jordan Ridley,3,01/04/2023,Saints,Loss 74-92,21,0,0
2022,Jordan Ridley,14,17/06/2022,Saints,Win 107-72,17,0,0
2021,Jordan Ridley,3,03/04/2021,Saints,Win 143-68,35,0,0
2022,Ben Hobbs,14,17/06/2022,Saints,Win 107-72,22,0,3
2023,Jye Caldwell,3,01/04/2023,Saints,Loss 74-92,18,2,1
2022,Jye Caldwell,14,17/06/2022,Saints,Win 107-72,23,0,0
2023,Todd Goldstein,19,23/07/2023,Saints,Loss 61-69,14,0,0
2023,Todd Goldstein,8,07/05/2023,Saints,Loss 34-64,16,0,0
2022,Todd Goldstein,11,29/05/2022,Saints,Loss 50-103,16,2,0
2021,Todd Goldstein,11,29/05/2021,Saints,Loss 68-88,13,0,0
2023,Kyle Langford,3,01/04/2023,Saints,Loss 74-92,17,1,0
2021,Kyle Langford,3,03/04/2021,Saints,Win 143-68,22,0,0
2023,Nick Hind,3,01/04/2023,Saints,Loss 74-92,13,0,0
2022,Nick Hind,14,17/06/2022,Saints,Win 107-72,25,0,1
2021,Nick Hind,3,03/04/2021,Saints,Win 143-68,25,0,0
2023,Dylan Shiel,3,01/04/2023,Saints,Loss 74-92,22,2,0
2022,Dylan Shiel,14,17/06/2022,Saints,Win 107-72,25,0,0
2023,Jayden Laverde,3,01/04/2023,Saints,Loss 74-92,16,0,0
2022,Jayden Laverde,14,17/06/2022,Saints,Win 107-72,17,0,0
2021,Jayden Laverde,3,03/04/2021,Saints,Win 143-68,16,0,0
2023,Archie Perkins,3,01/04/2023,Saints,Loss 74-92,14,2,1
2022,Archie Perkins,14,17/06/2022,Saints,Win 107-72,19,1,2
2021,Archie Perkins,3,03/04/2021,Saints,Win 143-68,14,0,1
2023,Sam Draper,3,01/04/2023,Saints,Loss 74-92,9,0,0
2022,Sam Draper,14,17/06/2022,Saints,Win 107-72,8,2,0
2023,Xavier Duursma,7,28/04/2023,Saints,Win 83-76,5,1,0
2022,Xavier Duursma,7,30/04/2022,Saints,Win 43-42,4,0,0
2023,Sam Durham,3,01/04/2023,Saints,Loss 74-92,16,0,0
2022,Sam Durham,14,17/06/2022,Saints,Win 107-72,16,1,1
2023,Jake Stringer,3,01/04/2023,Saints,Loss 74-92,8,1,0
2022,Jake Stringer,14,17/06/2022,Saints,Win 107-72,16,2,2
2021,Jake Stringer,3,03/04/2021,Saints,Win 143-68,12,4,0
2023,Jake Kelly,3,01/04/2023,Saints,Loss 74-92,29,0,0
2022,Jake Kelly,14,17/06/2022,Saints,Win 107-72,17,0,0
2021,Jake Kelly,13,12/06/2021,Saints,Win 66-60,12,0,0
2022,Peter Wright,14,17/06/2022,Saints,Win 107-72,14,4,2
2021,Peter Wright,3,03/04/2021,Saints,Win 143-68,14,0,1
2023,Ben McKay,19,23/07/2023,Saints,Loss 61-69,18,0,0
2023,Ben McKay,8,07/05/2023,Saints,Loss 34-64,15,0,0
2021,Ben McKay,11,29/05/2021,Saints,Loss 68-88,9,0,0
2022,Matt Guelfi,14,17/06/2022,Saints,Win 107-72,9,2,0
2021,Matt Guelfi,3,03/04/2021,Saints,Win 143-68,18,0,0
2023,Sam Weideman,3,01/04/2023,Saints,Loss 74-92,11,0,0
2021,Nik Cox,3,03/04/2021,Saints,Win 143-68,17,1,1
2023,Jye Menzie,3,01/04/2023,Saints,Loss 74-92,8,1,0
2023,Harrison Jones,3,01/04/2023,Saints,Loss 74-92,11,0,1
2022,Harrison Jones,14,17/06/2022,Saints,Win 107-72,8,2,1
2021,Harrison Jones,3,03/04/2021,Saints,Win 143-68,9,2,0
2023,Alwyn Davey Jnr,3,01/04/2023,Saints,Loss 74-92,12,0,0
