Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Jordan Dawson,9,14/05/2023,Saints,Win 121-69,33,0,1
2022,Jordan Dawson,10,21/05/2022,Saints,Loss 69-90,22,2,0
2021,Jordan Dawson,21,07/08/2021,Saints,Loss 64-93,21,2,1
2021,Jordan Dawson,12,05/06/2021,Saints,Win 92-83,16,0,1
2023,Rory Laird,9,14/05/2023,Saints,Win 121-69,22,0,0
2022,Rory Laird,10,21/05/2022,Saints,Loss 69-90,24,0,1
2021,Rory Laird,13,12/06/2021,Saints,Win 66-60,33,0,1
2023,Reilly O'Brien,9,14/05/2023,Saints,Win 121-69,12,0,0
2021,Reilly O'Brien,13,12/06/2021,Saints,Win 66-60,16,0,0
2023,Brodie Smith,9,14/05/2023,Saints,Win 121-69,32,1,0
2022,Brodie Smith,10,21/05/2022,Saints,Loss 69-90,28,0,1
2021,Brodie Smith,13,12/06/2021,Saints,Win 66-60,18,1,0
2023,Taylor Walker,9,14/05/2023,Saints,Win 121-69,16,5,0
2022,Taylor Walker,10,21/05/2022,Saints,Loss 69-90,11,1,2
2021,Taylor Walker,13,12/06/2021,Saints,Win 66-60,11,1,1
2023,Ben Keays,9,14/05/2023,Saints,Win 121-69,17,1,1
2022,Ben Keays,10,21/05/2022,Saints,Loss 69-90,27,0,0
2021,Ben Keays,13,12/06/2021,Saints,Win 66-60,31,0,0
2023,Mitchell Hinge,9,14/05/2023,Saints,Win 121-69,23,0,0
2022,Mitchell Hinge,10,21/05/2022,Saints,Loss 69-90,11,0,0
2023,Rory Sloane,9,14/05/2023,Saints,Win 121-69,25,0,0
2021,Rory Sloane,13,12/06/2021,Saints,Win 66-60,19,1,0
2023,Izak Rankine,9,14/05/2023,Saints,Win 121-69,20,2,0
2022,Izak Rankine,5,16/04/2022,Saints,Loss 61-87,7,1,1
2021,Izak Rankine,8,08/05/2021,Saints,Loss 54-63,16,1,0
2023,Josh Rachele,9,14/05/2023,Saints,Win 121-69,15,1,2
2022,Josh Rachele,10,21/05/2022,Saints,Loss 69-90,11,1,1
2023,Wayne Milera,9,14/05/2023,Saints,Win 121-69,26,0,0
2023,Lachlan Sholl,9,14/05/2023,Saints,Win 121-69,26,0,1
2022,Lachlan Sholl,10,21/05/2022,Saints,Loss 69-90,1,0,0
2023,Jake Soligo,9,14/05/2023,Saints,Win 121-69,22,1,0
2022,Jake Soligo,10,21/05/2022,Saints,Loss 69-90,19,1,1
2023,Chayce Jones,9,14/05/2023,Saints,Win 121-69,21,1,0
2022,Chayce Jones,10,21/05/2022,Saints,Loss 69-90,9,0,0
2021,Chayce Jones,13,12/06/2021,Saints,Win 66-60,13,0,0
2023,Lachlan Murphy,9,14/05/2023,Saints,Win 121-69,22,1,1
2022,Lachlan Murphy,10,21/05/2022,Saints,Loss 69-90,13,0,1
2023,Darcy Fogarty,9,14/05/2023,Saints,Win 121-69,8,2,0
2022,Darcy Fogarty,10,21/05/2022,Saints,Loss 69-90,6,0,0
2021,Darcy Fogarty,13,12/06/2021,Saints,Win 66-60,9,0,0
2021,Josh Worrell,13,12/06/2021,Saints,Win 66-60,3,0,0
2023,Luke Pedlar,9,14/05/2023,Saints,Win 121-69,16,2,0
2023,Riley Thilthorpe,9,14/05/2023,Saints,Win 121-69,8,1,0
2022,Riley Thilthorpe,10,21/05/2022,Saints,Loss 69-90,10,1,2
2021,Riley Thilthorpe,13,12/06/2021,Saints,Win 66-60,16,3,0
2023,Max Michalanney,9,14/05/2023,Saints,Win 121-69,9,0,0
2021,Harry Schoenberg,13,12/06/2021,Saints,Win 66-60,18,0,0
2022,Sam Berry,10,21/05/2022,Saints,Loss 69-90,17,0,0
2021,Sam Berry,13,12/06/2021,Saints,Win 66-60,15,0,1
2023,Ned McHenry,9,14/05/2023,Saints,Win 121-69,13,1,0
2022,Ned McHenry,10,21/05/2022,Saints,Loss 69-90,16,0,1
2021,Ned McHenry,13,12/06/2021,Saints,Win 66-60,11,0,1
2023,Patrick Parnell,9,14/05/2023,Saints,Win 121-69,25,0,0
2022,Nick Murray,10,21/05/2022,Saints,Loss 69-90,7,0,0
2023,Jordon Butts,9,14/05/2023,Saints,Win 121-69,13,0,0
2021,Jordon Butts,13,12/06/2021,Saints,Win 66-60,11,0,0
2021,Chris Burgess,8,08/05/2021,Saints,Loss 54-63,11,0,1
2022,Will Hamill,10,21/05/2022,Saints,Loss 69-90,16,0,0
2021,Will Hamill,13,12/06/2021,Saints,Win 66-60,11,0,0
2022,Kieran Strachan,10,21/05/2022,Saints,Loss 69-90,17,0,2
