Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Rowan Marshall,9,14/05/2023,Crows,Loss 69-121,10,0,1
2022,Rowan Marshall,10,21/05/2022,Crows,Win 90-69,17,1,1
2023,Brad Crouch,9,14/05/2023,Crows,Loss 69-121,30,0,0
2022,Brad Crouch,10,21/05/2022,Crows,Win 90-69,31,1,0
2021,Brad Crouch,13,12/06/2021,Crows,Loss 60-66,36,1,0
2023,Jack Sinclair,9,14/05/2023,Crows,Loss 69-121,23,0,0
2022,Jack Sinclair,10,21/05/2022,Crows,Win 90-69,32,0,0
2021,Jack Sinclair,13,12/06/2021,Crows,Loss 60-66,24,1,0
2023,Jack Steele,9,14/05/2023,Crows,Loss 69-121,21,0,0
2021,Jack Steele,13,12/06/2021,Crows,Loss 60-66,34,0,0
2023,Mason Wood,9,14/05/2023,Crows,Loss 69-121,18,2,0
2022,Mason Wood,10,21/05/2022,Crows,Win 90-69,13,1,0
2021,Mason Wood,13,12/06/2021,Crows,Loss 60-66,13,2,0
2023,Nasiah Wanganeen-Milera,9,14/05/2023,Crows,Loss 69-121,16,0,1
2022,Nasiah Wanganeen-Milera,10,21/05/2022,Crows,Win 90-69,11,0,0
2023,Callum Wilkie,9,14/05/2023,Crows,Loss 69-121,15,0,0
2022,Callum Wilkie,10,21/05/2022,Crows,Win 90-69,19,0,0
2021,Callum Wilkie,13,12/06/2021,Crows,Loss 60-66,12,0,0
2023,Liam Henry,4,08/04/2023,Crows,Loss 72-111,13,1,0
2022,Liam Henry,1,20/03/2022,Crows,Win 83-82,8,0,0
2023,Bradley Hill,9,14/05/2023,Crows,Loss 69-121,13,0,0
2022,Bradley Hill,10,21/05/2022,Crows,Win 90-69,30,1,0
2021,Bradley Hill,13,12/06/2021,Crows,Loss 60-66,23,0,0
2023,Mitch Owens,9,14/05/2023,Crows,Loss 69-121,13,0,0
2023,Liam Stocker,9,14/05/2023,Crows,Loss 69-121,15,0,0
2021,Liam Stocker,15,27/06/2021,Crows,Win 83-73,17,0,0
2023,Sebastian Ross,9,14/05/2023,Crows,Loss 69-121,19,0,0
2022,Sebastian Ross,10,21/05/2022,Crows,Win 90-69,17,0,0
2023,Hunter Clark,9,14/05/2023,Crows,Loss 69-121,25,0,0
2021,Hunter Clark,13,12/06/2021,Crows,Loss 60-66,8,0,0
2023,Jack Higgins,9,14/05/2023,Crows,Loss 69-121,18,3,0
2021,Jack Higgins,13,12/06/2021,Crows,Loss 60-66,24,0,2
2022,Marcus Windhager,10,21/05/2022,Crows,Win 90-69,15,0,0
2022,Jimmy Webster,10,21/05/2022,Crows,Win 90-69,11,0,0
2021,Jimmy Webster,13,12/06/2021,Crows,Loss 60-66,17,0,0
2023,Josh Battle,9,14/05/2023,Crows,Loss 69-121,13,0,0
2022,Josh Battle,10,21/05/2022,Crows,Win 90-69,19,0,0
2021,Josh Battle,13,12/06/2021,Crows,Loss 60-66,6,0,0
2023,Ryan Byrnes,9,14/05/2023,Crows,Loss 69-121,13,1,0
2021,Ryan Byrnes,13,12/06/2021,Crows,Loss 60-66,14,1,0
2023,Dan Butler,9,14/05/2023,Crows,Loss 69-121,10,1,2
2021,Dan Butler,13,12/06/2021,Crows,Loss 60-66,9,1,1
2022,Max King,10,21/05/2022,Crows,Win 90-69,7,6,0
2021,Max King,13,12/06/2021,Crows,Loss 60-66,13,2,0
2021,Paddy Dow,15,27/06/2021,Crows,Win 83-73,20,1,0
2022,Zak Jones,10,21/05/2022,Crows,Win 90-69,23,0,0
2023,Ben Paton,9,14/05/2023,Crows,Loss 69-121,15,0,0
2022,Ben Paton,10,21/05/2022,Crows,Win 90-69,14,0,0
2023,Tim Membrey,9,14/05/2023,Crows,Loss 69-121,11,1,1
2022,Tim Membrey,10,21/05/2022,Crows,Win 90-69,8,2,2
2023,Dougal Howard,9,14/05/2023,Crows,Loss 69-121,9,0,0
2022,Dougal Howard,10,21/05/2022,Crows,Win 90-69,13,0,0
2021,Dougal Howard,13,12/06/2021,Crows,Loss 60-66,24,0,0
2023,Mattaes Phillipou,9,14/05/2023,Crows,Loss 69-121,18,0,1
2023,Riley Bonner,3,01/04/2023,Crows,Loss 86-117,15,0,0
2022,Riley Bonner,23,20/08/2022,Crows,Win 111-55,6,0,0
2022,Riley Bonner,3,01/04/2022,Crows,Loss 92-96,16,0,0
2021,Riley Bonner,21,07/08/2021,Crows,Win 55-51,21,0,0
2023,Anthony Caminiti,9,14/05/2023,Crows,Loss 69-121,10,2,2
2023,Cooper Sharman,9,14/05/2023,Crows,Loss 69-121,7,0,0
2022,Cooper Sharman,10,21/05/2022,Crows,Win 90-69,9,1,0
2022,Zaine Cordy,6,23/04/2022,Crows,Loss 62-63,7,0,0
2021,Zaine Cordy,20,31/07/2021,Crows,Win 105-56,7,0,0
2021,Tom Campbell,4,11/04/2021,Crows,Loss 68-109,8,0,0
