Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Clayton Oliver,2,24/03/2023,Lions,Loss 82-93,37,1,1
2022,Clayton Oliver,Semi Final,09/09/2022,Lions,Loss 79-92,21,0,0
2022,Clayton Oliver,23,19/08/2022,Lions,Win 115-57,30,0,0
2022,Clayton Oliver,15,23/06/2022,Lions,Win 117-53,35,0,1
2021,Clayton Oliver,Qualifying Final,28/08/2021,Lions,Win 93-60,33,1,0
2021,Clayton Oliver,12,04/06/2021,Lions,Win 97-75,25,0,1
2023,Christian Petracca,18,14/07/2023,Lions,Win 105-104,26,4,2
2023,Christian Petracca,2,24/03/2023,Lions,Loss 82-93,24,1,0
2022,Christian Petracca,Semi Final,09/09/2022,Lions,Loss 79-92,27,0,1
2022,Christian Petracca,23,19/08/2022,Lions,Win 115-57,23,2,1
2022,Christian Petracca,15,23/06/2022,Lions,Win 117-53,31,0,2
2021,Christian Petracca,Qualifying Final,28/08/2021,Lions,Win 93-60,30,2,2
2021,Christian Petracca,12,04/06/2021,Lions,Win 97-75,26,2,1
2023,Jack Viney,18,14/07/2023,Lions,Win 105-104,25,1,0
2023,Jack Viney,2,24/03/2023,Lions,Loss 82-93,19,0,0
2022,Jack Viney,Semi Final,09/09/2022,Lions,Loss 79-92,20,0,1
2022,Jack Viney,23,19/08/2022,Lions,Win 115-57,14,0,0
2022,Jack Viney,15,23/06/2022,Lions,Win 117-53,34,0,0
2021,Jack Viney,Qualifying Final,28/08/2021,Lions,Win 93-60,28,0,0
2023,Max Gawn,18,14/07/2023,Lions,Win 105-104,29,1,1
2023,Max Gawn,2,24/03/2023,Lions,Loss 82-93,1,0,0
2022,Max Gawn,Semi Final,09/09/2022,Lions,Loss 79-92,15,0,0
2022,Max Gawn,23,19/08/2022,Lions,Win 115-57,11,0,0
2021,Max Gawn,Qualifying Final,28/08/2021,Lions,Win 93-60,19,0,1
2021,Max Gawn,12,04/06/2021,Lions,Win 97-75,17,1,0
2023,Lachie Hunter,18,14/07/2023,Lions,Win 105-104,26,0,0
2023,Lachie Hunter,2,24/03/2023,Lions,Loss 82-93,22,1,0
2022,Lachie Hunter,16,30/06/2022,Lions,Loss 67-108,13,0,0
2021,Lachie Hunter,Semi Final,04/09/2021,Lions,Win 79-78,20,0,0
2021,Lachie Hunter,4,10/04/2021,Lions,Win 73-54,15,1,0
2023,Christian Salem,18,14/07/2023,Lions,Win 105-104,16,0,0
2022,Christian Salem,Semi Final,09/09/2022,Lions,Loss 79-92,11,0,0
2022,Christian Salem,15,23/06/2022,Lions,Win 117-53,17,0,0
2021,Christian Salem,Qualifying Final,28/08/2021,Lions,Win 93-60,23,0,0
2021,Christian Salem,12,04/06/2021,Lions,Win 97-75,14,0,1
2023,Trent Rivers,18,14/07/2023,Lions,Win 105-104,17,0,0
2023,Trent Rivers,2,24/03/2023,Lions,Loss 82-93,19,0,0
2022,Trent Rivers,Semi Final,09/09/2022,Lions,Loss 79-92,7,0,0
2022,Trent Rivers,23,19/08/2022,Lions,Win 115-57,15,0,0
2021,Trent Rivers,Qualifying Final,28/08/2021,Lions,Win 93-60,17,0,0
2021,Trent Rivers,12,04/06/2021,Lions,Win 97-75,15,0,0
2023,Alex Neal-Bullen,18,14/07/2023,Lions,Win 105-104,21,1,0
2023,Alex Neal-Bullen,2,24/03/2023,Lions,Loss 82-93,13,1,0
2022,Alex Neal-Bullen,Semi Final,09/09/2022,Lions,Loss 79-92,13,2,1
2022,Alex Neal-Bullen,23,19/08/2022,Lions,Win 115-57,14,1,1
2022,Alex Neal-Bullen,15,23/06/2022,Lions,Win 117-53,17,1,2
2021,Alex Neal-Bullen,Qualifying Final,28/08/2021,Lions,Win 93-60,27,0,1
2021,Alex Neal-Bullen,12,04/06/2021,Lions,Win 97-75,15,1,0
2023,Ed Langdon,18,14/07/2023,Lions,Win 105-104,15,0,0
2023,Ed Langdon,2,24/03/2023,Lions,Loss 82-93,18,0,0
2022,Ed Langdon,Semi Final,09/09/2022,Lions,Loss 79-92,24,2,1
2022,Ed Langdon,23,19/08/2022,Lions,Win 115-57,18,1,1
2022,Ed Langdon,15,23/06/2022,Lions,Win 117-53,15,0,0
2021,Ed Langdon,Qualifying Final,28/08/2021,Lions,Win 93-60,19,1,1
2023,Steven May,18,14/07/2023,Lions,Win 105-104,17,0,0
2022,Steven May,Semi Final,09/09/2022,Lions,Loss 79-92,17,0,0
2022,Steven May,23,19/08/2022,Lions,Win 115-57,20,0,0
2022,Steven May,15,23/06/2022,Lions,Win 117-53,22,0,0
2021,Steven May,Qualifying Final,28/08/2021,Lions,Win 93-60,13,0,0
2021,Steven May,12,04/06/2021,Lions,Win 97-75,15,0,0
2023,Tom Sparrow,18,14/07/2023,Lions,Win 105-104,14,0,0
2023,Tom Sparrow,2,24/03/2023,Lions,Loss 82-93,21,0,1
2022,Tom Sparrow,Semi Final,09/09/2022,Lions,Loss 79-92,17,0,2
2022,Tom Sparrow,23,19/08/2022,Lions,Win 115-57,14,0,0
2022,Tom Sparrow,15,23/06/2022,Lions,Win 117-53,17,1,1
2021,Tom Sparrow,Qualifying Final,28/08/2021,Lions,Win 93-60,21,1,0
2021,Tom Sparrow,12,04/06/2021,Lions,Win 97-75,19,1,0
2023,Kysaiah Pickett,18,14/07/2023,Lions,Win 105-104,11,3,0
2022,Kysaiah Pickett,Semi Final,09/09/2022,Lions,Loss 79-92,10,2,1
2022,Kysaiah Pickett,23,19/08/2022,Lions,Win 115-57,11,4,1
2022,Kysaiah Pickett,15,23/06/2022,Lions,Win 117-53,12,2,0
2021,Kysaiah Pickett,Qualifying Final,28/08/2021,Lions,Win 93-60,7,2,1
2021,Kysaiah Pickett,12,04/06/2021,Lions,Win 97-75,9,3,3
2023,Bayley Fritsch,2,24/03/2023,Lions,Loss 82-93,13,3,1
2022,Bayley Fritsch,Semi Final,09/09/2022,Lions,Loss 79-92,7,2,0
