Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Zach Merrett,10,20/05/2023,Tigers,Win 71-70,39,0,0
2022,Zach Merrett,23,20/08/2022,Tigers,Loss 75-141,37,0,1
2022,Zach Merrett,10,21/05/2022,Tigers,Loss 48-80,33,0,0
2021,Zach Merrett,12,05/06/2021,Tigers,Loss 84-123,32,0,0
2022,Darcy Parish,23,20/08/2022,Tigers,Loss 75-141,28,1,0
2022,Darcy Parish,10,21/05/2022,Tigers,Loss 48-80,43,0,0
2021,Darcy Parish,12,05/06/2021,Tigers,Loss 84-123,44,0,2
2022,Will Setterfield,1,17/03/2022,Tigers,Win 101-76,16,0,0
2021,Will Setterfield,1,18/03/2021,Tigers,Loss 80-105,17,0,2
2023,Mason Redman,10,20/05/2023,Tigers,Win 71-70,27,0,1
2022,Mason Redman,23,20/08/2022,Tigers,Loss 75-141,15,0,0
2022,Mason Redman,10,21/05/2022,Tigers,Loss 48-80,29,0,1
2021,Mason Redman,12,05/06/2021,Tigers,Loss 84-123,19,0,0
2023,Nic Martin,10,20/05/2023,Tigers,Win 71-70,26,0,0
2022,Nic Martin,23,20/08/2022,Tigers,Loss 75-141,19,0,0
2022,Nic Martin,10,21/05/2022,Tigers,Loss 48-80,19,0,0
2023,Andrew McGrath,10,20/05/2023,Tigers,Win 71-70,29,0,0
2022,Andrew McGrath,23,20/08/2022,Tigers,Loss 75-141,18,0,0
2022,Andrew McGrath,10,21/05/2022,Tigers,Loss 48-80,21,0,0
2021,Andrew McGrath,12,05/06/2021,Tigers,Loss 84-123,3,0,0
2023,Dyson Heppell,10,20/05/2023,Tigers,Win 71-70,22,0,0
2022,Dyson Heppell,23,20/08/2022,Tigers,Loss 75-141,17,1,0
2022,Dyson Heppell,10,21/05/2022,Tigers,Loss 48-80,23,0,0
2021,Dyson Heppell,12,05/06/2021,Tigers,Loss 84-123,22,0,0
2023,Jordan Ridley,10,20/05/2023,Tigers,Win 71-70,32,0,0
