Year,Player Name,Round,Date,Opponent,Result,D,G,B
2022,James Sicily,2,26/03/2022,Power,Win 120-56,20,0,0
2023,Will Day,12,03/06/2023,Power,Loss 96-151,20,0,0
2023,Jai Newcombe,12,03/06/2023,Power,Loss 96-151,19,1,0
2022,Jai Newcombe,2,26/03/2022,Power,Win 120-56,15,1,0
2021,Jai Newcombe,16,03/07/2021,Power,Loss 53-87,11,0,0
2023,Dylan Moore,12,03/06/2023,Power,Loss 96-151,22,0,0
2022,Dylan Moore,2,26/03/2022,Power,Win 120-56,17,2,2
2021,Dylan Moore,16,03/07/2021,Power,Loss 53-87,10,0,0
2023,Karl Amon,12,03/06/2023,Power,Loss 96-151,25,1,0
2023,James Worpel,12,03/06/2023,Power,Loss 96-151,35,0,0
2022,James Worpel,2,26/03/2022,Power,Win 120-56,22,0,0
2021,James Worpel,16,03/07/2021,Power,Loss 53-87,23,1,1
2023,Conor Nash,12,03/06/2023,Power,Loss 96-151,21,0,0
2022,Conor Nash,2,26/03/2022,Power,Win 120-56,16,1,0
2021,Conor Nash,16,03/07/2021,Power,Loss 53-87,8,0,0
2023,Blake Hardwick,12,03/06/2023,Power,Loss 96-151,25,0,1
2022,Blake Hardwick,2,26/03/2022,Power,Win 120-56,17,0,0
2021,Blake Hardwick,16,03/07/2021,Power,Loss 53-87,22,0,0
2023,Jarman Impey,12,03/06/2023,Power,Loss 96-151,33,1,0
2022,Harry Morrison,2,26/03/2022,Power,Win 120-56,17,0,0
2022,Josh Ward,2,26/03/2022,Power,Win 120-56,20,1,1
2023,Mitch Lewis,12,03/06/2023,Power,Loss 96-151,20,3,2
2022,Mitch Lewis,2,26/03/2022,Power,Win 120-56,11,5,0
2023,Connor Macdonald,12,03/06/2023,Power,Loss 96-151,20,1,0
2022,Connor Macdonald,2,26/03/2022,Power,Win 120-56,18,1,1
2023,Jack Scrimshaw,12,03/06/2023,Power,Loss 96-151,19,0,0
2022,Jack Scrimshaw,2,26/03/2022,Power,Win 120-56,22,0,0
2021,Jack Scrimshaw,16,03/07/2021,Power,Loss 53-87,15,0,0
2023,Josh Weddle,12,03/06/2023,Power,Loss 96-151,25,0,0
2023,Ned Reeves,12,03/06/2023,Power,Loss 96-151,10,0,0
2022,Ned Reeves,2,26/03/2022,Power,Win 120-56,6,0,0
2022,Chad Wingard,2,26/03/2022,Power,Win 120-56,3,2,0
2023,Luke Breust,12,03/06/2023,Power,Loss 96-151,15,5,3
2022,Luke Breust,2,26/03/2022,Power,Win 120-56,11,3,0
2021,Luke Breust,16,03/07/2021,Power,Loss 53-87,8,2,0
2023,Lloyd Meek,12,03/06/2023,Power,Loss 96-151,4,0,0
2022,Changkuoth Jiath,2,26/03/2022,Power,Win 120-56,11,0,0
2021,Changkuoth Jiath,16,03/07/2021,Power,Loss 53-87,15,0,1
2023,Jack Gunston,1,18/03/2023,Power,Loss 72-126,9,2,0
2022,Jack Gunston,2,26/03/2022,Power,Win 120-56,12,3,0
2023,Bailey Macdonald,12,03/06/2023,Power,Loss 96-151,10,0,0
2023,Sam Frost,12,03/06/2023,Power,Loss 96-151,8,0,1
2022,Sam Frost,2,26/03/2022,Power,Win 120-56,13,0,0
2021,Sam Frost,16,03/07/2021,Power,Loss 53-87,16,0,0
2022,Mabior Chol,15,26/06/2022,Power,Loss 91-93,8,3,3
2023,Cam Mackenzie,12,03/06/2023,Power,Loss 96-151 ,12,0,1
2023,Sam Butler,12,03/06/2023,Power,Loss 96-151,12,1,0
2022,Jack Ginnivan,20,30/07/2022,Power,Win 88-82,8,3,0
2021,Jack Ginnivan,19,23/07/2021,Power,Loss 69-97,7,0,0
2022,Finn Maginness,2,26/03/2022,Power,Win 120-56,10,0,0
2022,Massimo D'Ambrosio,22,14/08/2022,Power,Loss 62-146,9,2,0
2022,Denver Grainger-Barras,2,26/03/2022,Power,Win 120-56,6,0,0
2023,James Blanck,12,03/06/2023,Power,Loss 96-151,11,0,0
2022,Cooper Stephens,10,21/05/2022,Power,Win 82-47,16,0,0
