Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,24,27/08/2023,Tigers,Win 94-63,33,1,2
2023,Connor Rozee,11,28/05/2023,Tigers,Win 77-67,27,0,1
2022,Connor Rozee,21,06/08/2022,Tigers,Loss 71-109,17,1,1
2022,Connor Rozee,13,09/06/2022,Tigers,Loss 65-77,24,1,0
2021,Connor Rozee,4,09/04/2021,Tigers,Win 79-77,6,2,0
2023,Zak Butters,24,27/08/2023,Tigers,Win 94-63,30,0,0
2023,Zak Butters,11,28/05/2023,Tigers,Win 77-67,32,1,0
2022,Zak Butters,21,06/08/2022,Tigers,Loss 71-109,28,1,0
2022,Zak Butters,13,09/06/2022,Tigers,Loss 65-77,20,0,0
2021,Zak Butters,4,09/04/2021,Tigers,Win 79-77,19,1,0
2023,Dan Houston,24,27/08/2023,Tigers,Win 94-63,27,1,1
2023,Dan Houston,11,28/05/2023,Tigers,Win 77-67,25,0,0
2022,Dan Houston,21,06/08/2022,Tigers,Loss 71-109,24,0,0
2022,Dan Houston,13,09/06/2022,Tigers,Loss 65-77,26,0,0
2021,Dan Houston,4,09/04/2021,Tigers,Win 79-77,23,1,1
2023,Ollie Wines,24,27/08/2023,Tigers,Win 94-63,20,0,0
2023,Ollie Wines,11,28/05/2023,Tigers,Win 77-67,21,1,0
2022,Ollie Wines,21,06/08/2022,Tigers,Loss 71-109,32,0,1
2022,Ollie Wines,13,09/06/2022,Tigers,Loss 65-77,26,1,0
2021,Ollie Wines,4,09/04/2021,Tigers,Win 79-77,27,0,0
2023,Willem Drew,24,27/08/2023,Tigers,Win 94-63,20,0,0
2023,Willem Drew,11,28/05/2023,Tigers,Win 77-67,10,1,1
2022,Willem Drew,21,06/08/2022,Tigers,Loss 71-109,25,0,0
2022,Willem Drew,13,09/06/2022,Tigers,Loss 65-77,22,0,0
2021,Willem Drew,4,09/04/2021,Tigers,Win 79-77,13,0,0
2023,Jeremy Finlayson,24,27/08/2023,Tigers,Win 94-63,11,0,1
2023,Jeremy Finlayson,11,28/05/2023,Tigers,Win 77-67,17,1,2
2022,Jeremy Finlayson,21,06/08/2022,Tigers,Loss 71-109,10,2,1
