Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim English,14,18/06/2023,Kangaroos,Win 105-84,24,1,1
2022,Tim English,5,15/04/2022,Kangaroos,Win 139-71,22,1,1
2021,Tim English,16,04/07/2021,Kangaroos,Win 108-79,9,0,0
2021,Tim English,3,02/04/2021,Kangaroos,Win 167-39,16,3,0
2023,Marcus Bontempelli,14,18/06/2023,Kangaroos,Win 105-84,32,3,1
2022,Marcus Bontempelli,5,15/04/2022,Kangaroos,Win 139-71,18,3,1
2021,Marcus Bontempelli,16,04/07/2021,Kangaroos,Win 108-79,27,0,1
2021,Marcus Bontempelli,3,02/04/2021,Kangaroos,Win 167-39,18,1,1
2023,Adam Treloar,14,18/06/2023,Kangaroos,Win 105-84,34,1,1
2022,Adam Treloar,5,15/04/2022,Kangaroos,Win 139-71,28,0,0
2021,Adam Treloar,3,02/04/2021,Kangaroos,Win 167-39,27,3,1
2023,Tom Liberatore,14,18/06/2023,Kangaroos,Win 105-84,26,0,1
2022,Tom Liberatore,5,15/04/2022,Kangaroos,Win 139-71,25,0,0
2021,Tom Liberatore,16,04/07/2021,Kangaroos,Win 108-79,25,2,2
2021,Tom Liberatore,3,02/04/2021,Kangaroos,Win 167-39,25,0,0
2023,Jack Macrae,14,18/06/2023,Kangaroos,Win 105-84,22,0,1
2022,Jack Macrae,5,15/04/2022,Kangaroos,Win 139-71,29,1,0
2021,Jack Macrae,16,04/07/2021,Kangaroos,Win 108-79,31,0,0
2021,Jack Macrae,3,02/04/2021,Kangaroos,Win 167-39,33,0,0
2023,Caleb Daniel,14,18/06/2023,Kangaroos,Win 105-84,22,1,0
2022,Caleb Daniel,5,15/04/2022,Kangaroos,Win 139-71,23,0,0
2021,Caleb Daniel,16,04/07/2021,Kangaroos,Win 108-79,18,0,0
2021,Caleb Daniel,3,02/04/2021,Kangaroos,Win 167-39,30,0,0
2023,Bailey Dale,14,18/06/2023,Kangaroos,Win 105-84,28,0,0
2022,Bailey Dale,5,15/04/2022,Kangaroos,Win 139-71,25,0,0
2021,Bailey Dale,16,04/07/2021,Kangaroos,Win 108-79,23,2,0
2021,Bailey Dale,3,02/04/2021,Kangaroos,Win 167-39,23,2,0
2023,Bailey Smith,14,18/06/2023,Kangaroos,Win 105-84,19,0,1
2022,Bailey Smith,5,15/04/2022,Kangaroos,Win 139-71,43,0,2
2021,Bailey Smith,16,04/07/2021,Kangaroos,Win 108-79,16,0,0
2021,Bailey Smith,3,02/04/2021,Kangaroos,Win 167-39,26,0,2
2022,Ed Richards,5,15/04/2022,Kangaroos,Win 139-71,18,0,0
2021,Jason Johannisen,16,04/07/2021,Kangaroos,Win 108-79,14,0,1
2021,Jason Johannisen,3,02/04/2021,Kangaroos,Win 167-39,15,0,0
2023,Bailey Williams,14,18/06/2023,Kangaroos,Win 105-84,14,0,0
2022,Bailey Williams,5,15/04/2022,Kangaroos,Win 139-71,21,0,1
2021,Bailey Williams,16,04/07/2021,Kangaroos,Win 108-79,19,1,0
2021,Bailey Williams,3,02/04/2021,Kangaroos,Win 167-39,19,0,0
2023,Aaron Naughton,14,18/06/2023,Kangaroos,Win 105-84,10,2,0
2022,Aaron Naughton,5,15/04/2022,Kangaroos,Win 139-71,12,5,3
2021,Aaron Naughton,16,04/07/2021,Kangaroos,Win 108-79,7,0,2
2021,Aaron Naughton,3,02/04/2021,Kangaroos,Win 167-39,14,2,2
2023,Lachlan Bramble,3,01/04/2023,Kangaroos,Win 80-61,7,0,0
2023,Oskar Baker,14,18/06/2023,Kangaroos,Win 105-84,14,0,0
2021,Oskar Baker,7,02/05/2021,Kangaroos,Win 103-73,15,0,0
2023,Jamarra Ugle-Hagan,14,18/06/2023,Kangaroos,Win 105-84,13,0,1
2022,Jamarra Ugle-Hagan,5,15/04/2022,Kangaroos,Win 139-71,5,1,0
2023,Rory Lobb,14,18/06/2023,Kangaroos,Win 105-84,10,1,0
2021,Rory Lobb,6,24/04/2021,Kangaroos,Win 99-48,18,0,1
2023,Cody Weightman,14,18/06/2023,Kangaroos,Win 105-84,13,6,2
2022,Cody Weightman,5,15/04/2022,Kangaroos,Win 139-71,9,5,0
2021,Cody Weightman,16,04/07/2021,Kangaroos,Win 108-79,13,4,1
2021,Caleb Poulter,8,08/05/2021,Kangaroos,Win 94-76,18,0,0
2023,Laitham Vandermeer,14,18/06/2023,Kangaroos,Win 105-84,10,0,0
2021,Laitham Vandermeer,3,02/04/2021,Kangaroos,Win 167-39,9,0,2
2023,Rhylee West,14,18/06/2023,Kangaroos,Win 105-84,13,0,0
2023,Alex Keath,14,18/06/2023,Kangaroos,Win 105-84,15,0,0
2021,Alex Keath,16,04/07/2021,Kangaroos,Win 108-79,13,0,0
2021,Alex Keath,3,02/04/2021,Kangaroos,Win 167-39,16,0,0
2023,Taylor Duryea,14,18/06/2023,Kangaroos,Win 105-84,7,0,0
2022,Taylor Duryea,5,15/04/2022,Kangaroos,Win 139-71,25,0,0
2021,Taylor Duryea,16,04/07/2021,Kangaroos,Win 108-79,13,0,0
2021,Taylor Duryea,3,02/04/2021,Kangaroos,Win 167-39,21,0,0
2023,Anthony Scott,14,18/06/2023,Kangaroos,Win 105-84,11,0,0
2022,Anthony Scott,5,15/04/2022,Kangaroos,Win 139-71,17,2,1
2021,Anthony Scott,16,04/07/2021,Kangaroos,Win 108-79,7,0,0
2021,Anthony Scott,3,02/04/2021,Kangaroos,Win 167-39,15,1,0
2023,James Harmes,21,06/08/2023,Kangaroos,Win 103-71,20,0,0
2023,James Harmes,7,29/04/2023,Kangaroos,Win 139-49,3,0,0
2023,Liam Jones,14,18/06/2023,Kangaroos,Win 105-84,0,0,0
2022,Liam Jones,19,24/07/2022,Kangaroos,Loss 77-116,10,0,0
2021,Liam Jones,19,24/07/2021,Kangaroos,Loss 77-116,10,0,0
2022,Ryan Gardner,5,15/04/2022,Kangaroos,Win 139-71,16,0,0
2021,Ryan Gardner,3,02/04/2021,Kangaroos,Win 167-39,0,0,0
2022,Riley Garcia,5,15/04/2022,Kangaroos,Win 139-71,3,0,0
2021,Riley Garcia,16,04/07/2021,Kangaroos,Win 108-79,13,1,1
2023,Lachlan McNeil,14,18/06/2023,Kangaroos,Win 105-84,13,0,0
2022,Lachlan McNeil,5,15/04/2022,Kangaroos,Win 139-71,10,0,0
2021,Lachlan McNeil,3,02/04/2021,Kangaroos,Win 167-39,9,1,2
2021,Nick Coffield,11,29/05/2021,Kangaroos,Win 88-68,17,0,1
