Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim Kelly,17,08/07/2023,Lions,Loss 35-116,26,1,1
2022,Tim Kelly,8,07/05/2022,Lions,Loss 30-105,22,0,0
2023,Liam Duggan,17,08/07/2023,Lions,Loss 35-116,33,0,0
2022,Liam Duggan,8,07/05/2022,Lions,Loss 30-105,19,0,0
2023,Dom Sheed,17,08/07/2023,Lions,Loss 35-116,19,0,0
2021,Dom Sheed,23,21/08/2021,Lions,Loss 87-125,23,0,0
2023,Alex Witherden,17,08/07/2023,Lions,Loss 35-116,22,0,0
2021,Alex Witherden,23,21/08/2021,Lions,Loss 87-125,24,0,0
2023,Jayden Hunt,17,08/07/2023,Lions,Loss 35-116,27,1,0
2022,Jayden Hunt,Semi Final,09/09/2022,Lions,Loss 79-92,9,0,0
2022,Jayden Hunt,23,19/08/2022,Lions,Win 115-57,18,0,0
2021,Jayden Hunt,12,04/06/2021,Lions,Win 97-75,10,0,0
2023,Bailey J. Williams,17,08/07/2023,Lions,Loss 35-116,9,0,0
2022,Jake Waterman,8,07/05/2022,Lions,Loss 30-105,17,0,1
2021,Jake Waterman,23,21/08/2021,Lions,Loss 87-125,12,1,0
2023,Matt Flynn,6,22/04/2023,Lions,Loss 87-108,11,0,0
2022,Matt Flynn,18,16/07/2022,Lions,Loss 59-99,6,0,0
2022,Matt Flynn,11,28/05/2022,Lions,Loss 96-110,14,1,0
2021,Matt Flynn,11,29/05/2021,Lions,Loss 65-129,10,1,0
2022,Liam Ryan,8,07/05/2022,Lions,Loss 30-105,9,3,1
2021,Liam Ryan,23,21/08/2021,Lions,Loss 87-125,13,3,1
2023,Andrew Gaff,17,08/07/2023,Lions,Loss 35-116,6,0,0
2022,Andrew Gaff,8,07/05/2022,Lions,Loss 30-105,21,0,0
2021,Andrew Gaff,23,21/08/2021,Lions,Loss 87-125,15,0,0
2023,Jeremy McGovern,17,08/07/2023,Lions,Loss 35-116,20,0,0
2022,Jeremy McGovern,8,07/05/2022,Lions,Loss 30-105,21,0,0
2021,Elliot Yeo,23,21/08/2021,Lions,Loss 87-125,30,0,2
2023,Jamie Cripps,17,08/07/2023,Lions,Loss 35-116,10,0,0
2022,Jamie Cripps,8,07/05/2022,Lions,Loss 30-105,15,0,1
2021,Jamie Cripps,23,21/08/2021,Lions,Loss 87-125,13,2,0
2022,Jamaine Jones,8,07/05/2022,Lions,Loss 30-105,21,0,1
2021,Jamaine Jones,23,21/08/2021,Lions,Loss 87-125,7,1,0
2023,Tom Cole,17,08/07/2023,Lions,Loss 35-116,7,0,0
2021,Tom Cole,23,21/08/2021,Lions,Loss 87-125,10,0,0
2023,Oscar Allen,17,08/07/2023,Lions,Loss 35-116,6,1,0
2021,Oscar Allen,23,21/08/2021,Lions,Loss 87-125,7,1,0
2023,Brady Hough,17,08/07/2023,Lions,Loss 35-116,22,0,0
2023,Jack Darling,17,08/07/2023,Lions,Loss 35-116,9,1,1
2022,Jack Darling,8,07/05/2022,Lions,Loss 30-105,10,1,2
2021,Jack Darling,23,21/08/2021,Lions,Loss 87-125,11,3,2
2023,Reuben Ginbey,17,08/07/2023,Lions,Loss 35-116,12,0,0
2023,Tom Barrass,17,08/07/2023,Lions,Loss 35-116,10,0,0
2022,Tom Barrass,8,07/05/2022,Lions,Loss 30-105,8,0,0
2021,Tom Barrass,23,21/08/2021,Lions,Loss 87-125,9,0,0
2023,Jack Petruccelle,17,08/07/2023,Lions,Loss 35-116,17,0,0
2021,Jack Petruccelle,23,21/08/2021,Lions,Loss 87-125,4,0,0
2023,Tyler Brockman,13,10/06/2023,Lions,Win 98-73,17,0,1
2021,Tyler Brockman,20,01/08/2021,Lions,Win 92-80,12,0,0
2023,Ryan Maric,17,08/07/2023,Lions,Loss 35-116,11,0,1
2023,Noah Long,17,08/07/2023,Lions,Loss 35-116,11,0,0
2022,Josh Rotham,8,07/05/2022,Lions,Loss 30-105,13,0,0
2021,Josh Rotham,23,21/08/2021,Lions,Loss 87-125,13,0,0
2023,Elijah Hewett,17,08/07/2023,Lions,Loss 35-116,18,0,0
2023,Campbell Chesser,17,08/07/2023,Lions,Loss 35-116,14,0,0
2022,Callum Jamieson,8,07/05/2022,Lions,Loss 30-105,12,0,0
2023,Jack Williams,17,08/07/2023,Lions,Loss 35-116,6,1,0
2022,Harry Edwards,8,07/05/2022,Lions,Loss 30-105,6,0,0
2021,Harry Edwards,23,21/08/2021,Lions,Loss 87-125,6,0,0
2023,Rhett Bazzo,17,08/07/2023,Lions,Loss 35-116,8,0,0
