Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,13,09/06/2023,Bulldogs,Win 107-85,23,1,1
2023,Connor Rozee,5,15/04/2023,Bulldogs,Win 70-56,26,0,0
2022,Connor Rozee,8,06/05/2022,Bulldogs,Win 86-69,21,0,0
2021,Connor Rozee,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,18,0,0
2021,Connor Rozee,23,20/08/2021,Bulldogs,Win 66-64,21,2,1
2021,Connor Rozee,9,15/05/2021,Bulldogs,Loss 77-96,13,0,0
2023,Zak Butters,13,09/06/2023,Bulldogs,Win 107-85,31,1,0
2023,Zak Butters,5,15/04/2023,Bulldogs,Win 70-56,32,1,1
2022,Zak Butters,8,06/05/2022,Bulldogs,Win 86-69,13,0,1
2021,Zak Butters,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,18,0,0
2021,Zak Butters,23,20/08/2021,Bulldogs,Win 66-64,18,0,0
2023,Dan Houston,13,09/06/2023,Bulldogs,Win 107-85,17,0,0
2023,Dan Houston,5,15/04/2023,Bulldogs,Win 70-56,22,1,1
2022,Dan Houston,8,06/05/2022,Bulldogs,Win 86-69,16,0,0
2021,Dan Houston,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,22,1,0
2021,Dan Houston,23,20/08/2021,Bulldogs,Win 66-64,20,0,0
2023,Ivan Soldo,21,04/08/2023,Bulldogs,Loss 71-126,9,0,0
2023,Ollie Wines,13,09/06/2023,Bulldogs,Win 107-85,18,0,0
2023,Ollie Wines,5,15/04/2023,Bulldogs,Win 70-56,26,0,0
2022,Ollie Wines,8,06/05/2022,Bulldogs,Win 86-69,21,0,1
2021,Ollie Wines,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,38,1,1
2021,Ollie Wines,23,20/08/2021,Bulldogs,Win 66-64,34,1,0
2021,Ollie Wines,9,15/05/2021,Bulldogs,Loss 77-96,32,1,0
2023,Willem Drew,13,09/06/2023,Bulldogs,Win 107-85,14,0,0
2023,Willem Drew,5,15/04/2023,Bulldogs,Win 70-56,10,0,0
2022,Willem Drew,8,06/05/2022,Bulldogs,Win 86-69,18,0,0
2021,Willem Drew,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,8,0,0
2021,Willem Drew,23,20/08/2021,Bulldogs,Win 66-64,14,0,0
2021,Willem Drew,9,15/05/2021,Bulldogs,Loss 77-96,14,1,0
2023,Jeremy Finlayson,13,09/06/2023,Bulldogs,Win 107-85,8,2,0
2023,Jeremy Finlayson,5,15/04/2023,Bulldogs,Win 70-56,10,0,0
2022,Jeremy Finlayson,8,06/05/2022,Bulldogs,Win 86-69,14,3,1
2021,Jeremy Finlayson,6,23/04/2021,Bulldogs,Loss 65-104,10,0,2
2023,Charlie Dixon,13,09/06/2023,Bulldogs,Win 107-85,9,4,0
2023,Charlie Dixon,5,15/04/2023,Bulldogs,Win 70-56,15,0,1
2021,Charlie Dixon,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,11,2,1
2021,Charlie Dixon,23,20/08/2021,Bulldogs,Win 66-64,9,0,0
2021,Charlie Dixon,9,15/05/2021,Bulldogs,Loss 77-96,12,2,0
2023,Jason Horne-Francis,13,09/06/2023,Bulldogs,Win 107-85,13,2,0
2023,Jason Horne-Francis,5,15/04/2023,Bulldogs,Win 70-56,19,0,0
2022,Jason Horne-Francis,5,15/04/2022,Bulldogs,Loss 71-139,18,0,0
2023,Kane Farrell,13,09/06/2023,Bulldogs,Win 107-85,17,0,0
2023,Kane Farrell,5,15/04/2023,Bulldogs,Win 70-56,14,0,1
2021,Kane Farrell,9,15/05/2021,Bulldogs,Loss 77-96,8,0,0
2023,Ryan Burton,5,15/04/2023,Bulldogs,Win 70-56,16,0,0
2022,Ryan Burton,8,06/05/2022,Bulldogs,Win 86-69,14,0,0
2021,Ryan Burton,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,19,0,0
2021,Ryan Burton,23,20/08/2021,Bulldogs,Win 66-64,18,0,0
2021,Ryan Burton,9,15/05/2021,Bulldogs,Loss 77-96,10,0,0
2023,Travis Boak,13,09/06/2023,Bulldogs,Win 107-85,26,0,0
2023,Travis Boak,5,15/04/2023,Bulldogs,Win 70-56,15,1,0
2022,Travis Boak,8,06/05/2022,Bulldogs,Win 86-69,30,1,1
2021,Travis Boak,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,24,0,2
2021,Travis Boak,23,20/08/2021,Bulldogs,Win 66-64,31,2,3
2021,Travis Boak,9,15/05/2021,Bulldogs,Loss 77-96,30,0,0
2022,Mitch Georgiades,8,06/05/2022,Bulldogs,Win 86-69,11,0,4
2021,Mitch Georgiades,23,20/08/2021,Bulldogs,Win 66-64,7,0,1
2021,Mitch Georgiades,9,15/05/2021,Bulldogs,Loss 77-96,13,2,1
2023,Sam Powell-Pepper,13,09/06/2023,Bulldogs,Win 107-85,10,2,1
2023,Sam Powell-Pepper,5,15/04/2023,Bulldogs,Win 70-56,13,1,1
2022,Sam Powell-Pepper,8,06/05/2022,Bulldogs,Win 86-69,8,2,1
2021,Sam Powell-Pepper,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,6,0,0
2021,Sam Powell-Pepper,9,15/05/2021,Bulldogs,Loss 77-96,20,1,1
2023,Darcy Byrne-Jones,13,09/06/2023,Bulldogs,Win 107-85,7,0,1
2023,Darcy Byrne-Jones,5,15/04/2023,Bulldogs,Win 70-56,11,2,0
2022,Darcy Byrne-Jones,8,06/05/2022,Bulldogs,Win 86-69,21,0,0
2021,Darcy Byrne-Jones,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,13,0,0
2021,Darcy Byrne-Jones,23,20/08/2021,Bulldogs,Win 66-64,16,0,0
2021,Darcy Byrne-Jones,9,15/05/2021,Bulldogs,Loss 77-96,24,0,0
2023,Todd Marshall,13,09/06/2023,Bulldogs,Win 107-85,10,2,2
2023,Todd Marshall,5,15/04/2023,Bulldogs,Win 70-56,10,2,1
2022,Todd Marshall,8,06/05/2022,Bulldogs,Win 86-69,13,2,1
2021,Todd Marshall,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,13,1,1
2021,Todd Marshall,23,20/08/2021,Bulldogs,Win 66-64,12,0,2
2021,Todd Marshall,9,15/05/2021,Bulldogs,Loss 77-96,13,0,1
2023,Miles Bergman,13,09/06/2023,Bulldogs,Win 107-85,10,0,0
2023,Miles Bergman,5,15/04/2023,Bulldogs,Win 70-56,10,0,0
2021,Miles Bergman,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,18,0,1
2021,Miles Bergman,23,20/08/2021,Bulldogs,Win 66-64,14,0,0
2021,Miles Bergman,9,15/05/2021,Bulldogs,Loss 77-96,11,0,0
2023,Dylan Williams,13,09/06/2023,Bulldogs,Win 107-85,16,0,1
2023,Dylan Williams,5,15/04/2023,Bulldogs,Win 70-56,10,0,0
2023,Willie Rioli,13,09/06/2023,Bulldogs,Win 107-85,10,0,1
2023,Willie Rioli,5,15/04/2023,Bulldogs,Win 70-56,7,0,2
2023,Brandon Zerk-Thatcher,19,21/07/2023,Bulldogs,Loss 49-90,17,0,0
2023,Aliir Aliir,13,09/06/2023,Bulldogs,Win 107-85,13,0,0
2023,Aliir Aliir,5,15/04/2023,Bulldogs,Win 70-56,11,0,0
2022,Aliir Aliir,8,06/05/2022,Bulldogs,Win 86-69,13,0,0
2021,Aliir Aliir,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,15,0,0
2021,Aliir Aliir,23,20/08/2021,Bulldogs,Win 66-64,12,0,0
2021,Aliir Aliir,9,15/05/2021,Bulldogs,Loss 77-96,14,0,0
2022,Quinton Narkle,12,03/06/2022,Bulldogs,Win 83-70,7,0,0
2021,Quinton Narkle,14,18/06/2021,Bulldogs,Win 83-78,16,0,0
2023,Lachie Jones,13,09/06/2023,Bulldogs,Win 107-85,19,0,0
2022,Lachie Jones,8,06/05/2022,Bulldogs,Win 86-69,2,0,0
2023,Trent McKenzie,13,09/06/2023,Bulldogs,Win 107-85,9,0,0
2023,Trent McKenzie,5,15/04/2023,Bulldogs,Win 70-56,14,0,0
2021,Trent McKenzie,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,12,0,0
2021,Trent McKenzie,23,20/08/2021,Bulldogs,Win 66-64,19,0,0
2023,Jed McEntee,13,09/06/2023,Bulldogs,Win 107-85,11,2,0
2023,Jed McEntee,5,15/04/2023,Bulldogs,Win 70-56,11,1,0
2021,Esava Ratugolea,14,18/06/2021,Bulldogs,Win 83-78,9,1,0
2023,Jackson Mead,5,15/04/2023,Bulldogs,Win 70-56,8,0,0
2023,Josh Sinn,13,09/06/2023,Bulldogs,Win 107-85,7,0,0
2022,Tom Clurey,8,06/05/2022,Bulldogs,Win 86-69,9,0,0
2021,Tom Clurey,9,15/05/2021,Bulldogs,Loss 77-96,1,0,0
