Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Sam Docherty,20,28/07/2023,Magpies,Win 93-76,18,0,1
2023,Sam Docherty,10,21/05/2023,Magpies,Loss 57-85,34,0,0
2022,Sam Docherty,23,21/08/2022,Magpies,Loss 74-75,29,1,0
2022,Sam Docherty,11,29/05/2022,Magpies,Loss 75-79,31,0,0
2021,Sam Docherty,2,25/03/2021,Magpies,Loss 85-106,24,0,0
2023,Nic Newman,20,28/07/2023,Magpies,Win 93-76,27,0,0
2023,Nic Newman,10,21/05/2023,Magpies,Loss 57-85,19,0,0
2022,Nic Newman,11,29/05/2022,Magpies,Loss 75-79,20,0,0
2021,Nic Newman,18,18/07/2021,Magpies,Win 91-62,16,0,0
2023,Adam Cerra,20,28/07/2023,Magpies,Win 93-76,20,0,1
2023,Adam Cerra,10,21/05/2023,Magpies,Loss 57-85,33,0,2
2022,Adam Cerra,23,21/08/2022,Magpies,Loss 74-75,27,2,0
2022,Adam Cerra,11,29/05/2022,Magpies,Loss 75-79,30,1,0
2021,Adam Cerra,15,26/06/2021,Magpies,Win 91-79,19,0,0
2023,Sam Walsh,10,21/05/2023,Magpies,Loss 57-85,29,0,0
2022,Sam Walsh,11,29/05/2022,Magpies,Loss 75-79,35,1,0
2021,Sam Walsh,18,18/07/2021,Magpies,Win 91-62,39,1,1
2021,Sam Walsh,2,25/03/2021,Magpies,Loss 85-106,29,0,0
2023,Patrick Cripps,20,28/07/2023,Magpies,Win 93-76,20,0,0
2023,Patrick Cripps,10,21/05/2023,Magpies,Loss 57-85,26,0,0
2022,Patrick Cripps,23,21/08/2022,Magpies,Loss 74-75,35,0,0
2022,Patrick Cripps,11,29/05/2022,Magpies,Loss 75-79,25,1,1
2021,Patrick Cripps,2,25/03/2021,Magpies,Loss 85-106,21,0,0
2023,Blake Acres,20,28/07/2023,Magpies,Win 93-76,23,0,1
2023,Blake Acres,10,21/05/2023,Magpies,Loss 57-85,25,0,0
2022,Blake Acres,Semi Final,10/09/2022,Magpies,Loss 59-79,27,0,0
2022,Blake Acres,10,22/05/2022,Magpies,Loss 44-80,16,0,0
