Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Rowan Marshall,13,08/06/2023,Swans,Win 80-66,16,0,0
2022,Rowan Marshall,23,21/08/2022,Swans,Loss 74-88,8,0,0
2022,Rowan Marshall,15,25/06/2022,Swans,Loss 32-83,23,0,0
2021,Rowan Marshall,21,07/08/2021,Swans,Win 93-64,25,0,0
2023,Brad Crouch,13,08/06/2023,Swans,Win 80-66,33,0,0
2022,Brad Crouch,15,25/06/2022,Swans,Loss 32-83,27,0,0
2021,Brad Crouch,21,07/08/2021,Swans,Win 93-64,24,0,0
2021,Brad Crouch,12,05/06/2021,Swans,Loss 83-92,38,0,0
2023,Jack Sinclair,13,08/06/2023,Swans,Win 80-66,32,0,0
2022,Jack Sinclair,23,21/08/2022,Swans,Loss 74-88,27,0,0
2022,Jack Sinclair,15,25/06/2022,Swans,Loss 32-83,17,0,0
2021,Jack Sinclair,21,07/08/2021,Swans,Win 93-64,25,0,0
2021,Jack Sinclair,12,05/06/2021,Swans,Loss 83-92,29,0,0
2023,Jack Steele,13,08/06/2023,Swans,Win 80-66,24,0,0
2022,Jack Steele,23,21/08/2022,Swans,Loss 74-88,27,1,0
2022,Jack Steele,15,25/06/2022,Swans,Loss 32-83,29,0,1
2021,Jack Steele,21,07/08/2021,Swans,Win 93-64,34,1,1
2021,Jack Steele,12,05/06/2021,Swans,Loss 83-92,31,1,0
2023,Mason Wood,13,08/06/2023,Swans,Win 80-66,16,0,0
2021,Mason Wood,12,05/06/2021,Swans,Loss 83-92,2,1,0
2023,Nasiah Wanganeen-Milera,13,08/06/2023,Swans,Win 80-66,30,1,0
2022,Nasiah Wanganeen-Milera,23,21/08/2022,Swans,Loss 74-88,19,0,2
2022,Nasiah Wanganeen-Milera,15,25/06/2022,Swans,Loss 32-83,22,0,0
2023,Callum Wilkie,13,08/06/2023,Swans,Win 80-66,23,0,0
2022,Callum Wilkie,23,21/08/2022,Swans,Loss 74-88,13,0,0
2022,Callum Wilkie,15,25/06/2022,Swans,Loss 32-83,16,0,0
2021,Callum Wilkie,21,07/08/2021,Swans,Win 93-64,16,0,0
2021,Callum Wilkie,12,05/06/2021,Swans,Loss 83-92,21,0,0
2023,Liam Henry,19,22/07/2023,Swans,Loss 76-105,23,0,0
2021,Liam Henry,19,25/07/2021,Swans,Loss 58-98,10,0,0
2021,Liam Henry,10,22/05/2021,Swans,Win 86-84,10,0,1
2023,Bradley Hill,13,08/06/2023,Swans,Win 80-66,19,0,1
2022,Bradley Hill,23,21/08/2022,Swans,Loss 74-88,18,0,0
2021,Bradley Hill,21,07/08/2021,Swans,Win 93-64,26,0,0
2021,Bradley Hill,12,05/06/2021,Swans,Loss 83-92,25,0,0
2023,Mitch Owens,13,08/06/2023,Swans,Win 80-66,21,2,2
2022,Mitch Owens,23,21/08/2022,Swans,Loss 74-88,18,0,1
2023,Liam Stocker,13,08/06/2023,Swans,Win 80-66,13,0,0
2022,Liam Stocker,10,20/05/2022,Swans,Win 102-87,12,0,0
2021,Liam Stocker,11,30/05/2021,Swans,Loss 78-100,11,0,0
2023,Sebastian Ross,13,08/06/2023,Swans,Win 80-66,14,0,0
2022,Sebastian Ross,23,21/08/2022,Swans,Loss 74-88,29,0,1
2022,Sebastian Ross,15,25/06/2022,Swans,Loss 32-83,31,0,1
2021,Sebastian Ross,21,07/08/2021,Swans,Win 93-64,19,0,0
2021,Sebastian Ross,12,05/06/2021,Swans,Loss 83-92,21,1,2
2022,Hunter Clark,23,21/08/2022,Swans,Loss 74-88,4,0,0
2022,Hunter Clark,15,25/06/2022,Swans,Loss 32-83,17,0,0
2021,Hunter Clark,12,05/06/2021,Swans,Loss 83-92,9,0,0
2023,Jack Higgins,13,08/06/2023,Swans,Win 80-66,11,1,0
2022,Jack Higgins,23,21/08/2022,Swans,Loss 74-88,13,1,2
2021,Jack Higgins,21,07/08/2021,Swans,Win 93-64,16,4,1
