Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Stewart,19,22/07/2023,Lions,Loss 53-64,25,0,0
2022,Tom Stewart,Preliminary Final,16/09/2022,Lions,Win 120-49,15,0,0
2021,Tom Stewart,15,24/06/2021,Lions,Loss 50-94,17,0,0
2021,Tom Stewart,2,26/03/2021,Lions,Win 81-80,22,0,1
2023,Mitch Duncan,19,22/07/2023,Lions,Loss 53-64,23,0,0
2022,Mitch Duncan,Preliminary Final,16/09/2022,Lions,Win 120-49,26,0,0
2022,Mitch Duncan,4,08/04/2022,Lions,Win 80-70,18,0,0
2022,Cameron Guthrie,Preliminary Final,16/09/2022,Lions,Win 120-49,21,0,0
2022,Cameron Guthrie,4,08/04/2022,Lions,Win 80-70,15,0,0
2021,Cameron Guthrie,15,24/06/2021,Lions,Loss 50-94,34,0,0
2021,Cameron Guthrie,2,26/03/2021,Lions,Win 81-80,28,0,0
2023,Jeremy Cameron,19,22/07/2023,Lions,Loss 53-64,12,3,1
2022,Jeremy Cameron,Preliminary Final,16/09/2022,Lions,Win 120-49,12,1,2
2022,Jeremy Cameron,4,08/04/2022,Lions,Win 80-70,16,1,2
2021,Jeremy Cameron,15,24/06/2021,Lions,Loss 50-94,13,0,1
2023,Mark Blicavs,19,22/07/2023,Lions,Loss 53-64,18,0,1
2022,Mark Blicavs,Preliminary Final,16/09/2022,Lions,Win 120-49,19,0,0
2022,Mark Blicavs,4,08/04/2022,Lions,Win 80-70,22,0,2
2021,Mark Blicavs,15,24/06/2021,Lions,Loss 50-94,15,0,0
2021,Mark Blicavs,2,26/03/2021,Lions,Win 81-80,16,0,0
2023,Patrick Dangerfield,19,22/07/2023,Lions,Loss 53-64,17,2,0
2022,Patrick Dangerfield,Preliminary Final,16/09/2022,Lions,Win 120-49,28,2,2
2022,Patrick Dangerfield,4,08/04/2022,Lions,Win 80-70,19,0,0
2021,Patrick Dangerfield,15,24/06/2021,Lions,Loss 50-94,23,1,1
2023,Tom Atkins,19,22/07/2023,Lions,Loss 53-64,16,0,0
2022,Tom Atkins,Preliminary Final,16/09/2022,Lions,Win 120-49,11,0,0
2022,Tom Atkins,4,08/04/2022,Lions,Win 80-70,15,0,0
2021,Tom Atkins,15,24/06/2021,Lions,Loss 50-94,16,0,0
2021,Tom Atkins,2,26/03/2021,Lions,Win 81-80,22,0,0
2023,Max Holmes,19,22/07/2023,Lions,Loss 53-64,15,0,0
2022,Max Holmes,Preliminary Final,16/09/2022,Lions,Win 120-49,12,1,1
2022,Max Holmes,4,08/04/2022,Lions,Win 80-70,19,0,0
2023,Gryan Miers,19,22/07/2023,Lions,Loss 53-64,16,0,0
2022,Gryan Miers,Preliminary Final,16/09/2022,Lions,Win 120-49,22,2,0
2022,Gryan Miers,4,08/04/2022,Lions,Win 80-70,25,0,1
2021,Gryan Miers,2,26/03/2021,Lions,Win 81-80,10,1,0
2023,Rhys Stanley,19,22/07/2023,Lions,Loss 53-64,9,0,0
2022,Rhys Stanley,Preliminary Final,16/09/2022,Lions,Win 120-49,9,0,0
2022,Rhys Stanley,4,08/04/2022,Lions,Win 80-70,13,0,1
2021,Rhys Stanley,2,26/03/2021,Lions,Win 81-80,22,0,2
2023,Tanner Bruhn,19,22/07/2023,Lions,Loss 53-64,11,0,0
2022,Tanner Bruhn,18,16/07/2022,Lions,Loss 59-99,10,0,0
2022,Tanner Bruhn,11,28/05/2022,Lions,Loss 96-110,9,0,0
2023,Zach Guthrie,19,22/07/2023,Lions,Loss 53-64,18,0,0
2022,Zach Guthrie,Preliminary Final,16/09/2022,Lions,Win 120-49,19,1,0
2022,Zach Guthrie,4,08/04/2022,Lions,Win 80-70,4,0,0
2023,Zach Tuohy,19,22/07/2023,Lions,Loss 53-64,17,0,1
2022,Zach Tuohy,Preliminary Final,16/09/2022,Lions,Win 120-49,24,0,0
2022,Zach Tuohy,4,08/04/2022,Lions,Win 80-70,24,0,0
2021,Zach Tuohy,15,24/06/2021,Lions,Loss 50-94,21,2,1
2021,Zach Tuohy,2,26/03/2021,Lions,Win 81-80,27,2,1
2023,Tom Hawkins,19,22/07/2023,Lions,Loss 53-64,7,0,2
2022,Tom Hawkins,Preliminary Final,16/09/2022,Lions,Win 120-49,14,4,3
2022,Tom Hawkins,4,08/04/2022,Lions,Win 80-70,14,5,3
2021,Tom Hawkins,15,24/06/2021,Lions,Loss 50-94,12,1,1
2021,Tom Hawkins,2,26/03/2021,Lions,Win 81-80,17,3,4
2023,Mark O'Connor,19,22/07/2023,Lions,Loss 53-64,15,0,0
2022,Mark O'Connor,Preliminary Final,16/09/2022,Lions,Win 120-49,5,0,0
2022,Mark O'Connor,4,08/04/2022,Lions,Win 80-70,22,0,0
2021,Mark O'Connor,15,24/06/2021,Lions,Loss 50-94,16,0,0
2021,Mark O'Connor,2,26/03/2021,Lions,Win 81-80,15,0,0
2023,Jack Bowes,19,22/07/2023,Lions,Loss 53-64,24,0,1
2021,Jack Bowes,19,24/07/2021,Lions,Loss 71-120,20,0,0
2021,Jack Bowes,9,15/05/2021,Lions,Loss 51-124,9,0,0
2023,Brad Close,19,22/07/2023,Lions,Loss 53-64,15,0,0
2022,Brad Close,Preliminary Final,16/09/2022,Lions,Win 120-49,22,1,0
