Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Noah Anderson,24,26/08/2023,Kangaroos,Loss 97-132,29,0,0
2023,Noah Anderson,6,23/04/2023,Kangaroos,Win 97-54,28,0,1
2022,Noah Anderson,23,20/08/2022,Kangaroos,Win 114-47,30,1,1
2022,Noah Anderson,12,04/06/2022,Kangaroos,Win 109-47,21,0,0
2021,Noah Anderson,15,26/06/2021,Kangaroos,Loss 63-72,13,0,0
2021,Noah Anderson,2,27/03/2021,Kangaroos,Win 98-39,35,0,1
2023,Touk Miller,24,26/08/2023,Kangaroos,Loss 97-132,29,1,0
2023,Touk Miller,6,23/04/2023,Kangaroos,Win 97-54,13,0,0
2022,Touk Miller,23,20/08/2022,Kangaroos,Win 114-47,25,1,0
2022,Touk Miller,12,04/06/2022,Kangaroos,Win 109-47,32,0,1
2021,Touk Miller,15,26/06/2021,Kangaroos,Loss 63-72,32,0,0
2021,Touk Miller,2,27/03/2021,Kangaroos,Win 98-39,31,0,1
2023,Matt Rowell,24,26/08/2023,Kangaroos,Loss 97-132,33,0,0
2023,Matt Rowell,6,23/04/2023,Kangaroos,Win 97-54,18,0,0
2022,Matt Rowell,23,20/08/2022,Kangaroos,Win 114-47,15,0,0
2022,Matt Rowell,12,04/06/2022,Kangaroos,Win 109-47,25,1,0
2021,Matt Rowell,15,26/06/2021,Kangaroos,Loss 63-72,14,0,0
2023,Jarrod Witts,24,26/08/2023,Kangaroos,Loss 97-132,12,0,0
2023,Jarrod Witts,6,23/04/2023,Kangaroos,Win 97-54,17,1,0
2022,Jarrod Witts,23,20/08/2022,Kangaroos,Win 114-47,11,0,0
2022,Jarrod Witts,12,04/06/2022,Kangaroos,Win 109-47,10,0,0
2021,Jarrod Witts,2,27/03/2021,Kangaroos,Win 98-39,19,0,0
2023,Sam Flanders,24,26/08/2023,Kangaroos,Loss 97-132,29,2,0
2022,Sam Flanders,23,20/08/2022,Kangaroos,Win 114-47,18,0,0
2021,Sam Flanders,15,26/06/2021,Kangaroos,Loss 63-72,20,1,0
2023,Lachie Weller,6,23/04/2023,Kangaroos,Win 97-54,28,0,0
2022,Lachie Weller,12,04/06/2022,Kangaroos,Win 109-47,20,0,0
2021,Lachie Weller,2,27/03/2021,Kangaroos,Win 98-39,25,1,0
2023,Wil Powell,6,23/04/2023,Kangaroos,Win 97-54,20,0,0
2022,Wil Powell,12,04/06/2022,Kangaroos,Win 109-47,18,1,2
2021,Wil Powell,15,26/06/2021,Kangaroos,Loss 63-72,18,0,0
2021,Wil Powell,2,27/03/2021,Kangaroos,Win 98-39,8,0,0
2023,Darcy Macpherson,24,26/08/2023,Kangaroos,Loss 97-132,20,0,0
2023,Darcy Macpherson,6,23/04/2023,Kangaroos,Win 97-54,24,0,0
2022,Darcy Macpherson,23,20/08/2022,Kangaroos,Win 114-47,20,0,0
2021,Darcy Macpherson,2,27/03/2021,Kangaroos,Win 98-39,24,0,2
2023,Brandon Ellis,24,26/08/2023,Kangaroos,Loss 97-132,28,0,3
2023,Brandon Ellis,6,23/04/2023,Kangaroos,Win 97-54,21,0,2
2022,Brandon Ellis,23,20/08/2022,Kangaroos,Win 114-47,24,0,0
