Year,Player Name,Round,Date,Opponent,Result,D,G,B
2022,Clayton Oliver,17,07/07/2022,Cats,Loss 63-91,34,1,0
2021,Clayton Oliver,Preliminary Final,10/09/2021,Cats,Win 125-42,27,0,0
2021,Clayton Oliver,23,21/08/2021,Cats,Win 81-77,37,2,1
2021,Clayton Oliver,4,11/04/2021,Cats,Win 85-60,34,0,0
2023,Christian Petracca,15,22/06/2023,Cats,Loss 63-78,33,1,2
2022,Christian Petracca,17,07/07/2022,Cats,Loss 63-91,21,3,1
2021,Christian Petracca,Preliminary Final,10/09/2021,Cats,Win 125-42,32,1,2
2021,Christian Petracca,23,21/08/2021,Cats,Win 81-77,26,0,0
2021,Christian Petracca,4,11/04/2021,Cats,Win 85-60,36,2,1
2023,Jack Viney,15,22/06/2023,Cats,Loss 63-78,25,0,0
2022,Jack Viney,17,07/07/2022,Cats,Loss 63-91,35,0,0
2021,Jack Viney,Preliminary Final,10/09/2021,Cats,Win 125-42,34,0,0
2021,Jack Viney,23,21/08/2021,Cats,Win 81-77,17,1,1
2021,Jack Viney,4,11/04/2021,Cats,Win 85-60,24,0,2
2023,Max Gawn,15,22/06/2023,Cats,Loss 63-78,15,0,0
2022,Max Gawn,17,07/07/2022,Cats,Loss 63-91,14,0,0
2021,Max Gawn,Preliminary Final,10/09/2021,Cats,Win 125-42,19,5,0
2021,Max Gawn,23,21/08/2021,Cats,Win 81-77,25,1,0
2021,Max Gawn,4,11/04/2021,Cats,Win 85-60,23,1,0
2023,Lachie Hunter,15,22/06/2023,Cats,Loss 63-78,23,0,0
2021,Lachie Hunter,14,18/06/2021,Cats,Loss 78-83,23,0,0
2023,Christian Salem,15,22/06/2023,Cats,Loss 63-78,22,0,0
2022,Christian Salem,17,07/07/2022,Cats,Loss 63-91,18,0,0
2021,Christian Salem,Preliminary Final,10/09/2021,Cats,Win 125-42,29,0,0
2021,Christian Salem,23,21/08/2021,Cats,Win 81-77,27,0,0
2021,Christian Salem,4,11/04/2021,Cats,Win 85-60,23,0,0
2023,Trent Rivers,15,22/06/2023,Cats,Loss 63-78,25,0,1
2021,Trent Rivers,Preliminary Final,10/09/2021,Cats,Win 125-42,12,0,0
2021,Trent Rivers,23,21/08/2021,Cats,Win 81-77,12,0,0
2021,Trent Rivers,4,11/04/2021,Cats,Win 85-60,11,0,0
2023,Alex Neal-Bullen,15,22/06/2023,Cats,Loss 63-78,16,0,0
2022,Alex Neal-Bullen,17,07/07/2022,Cats,Loss 63-91,13,1,0
2021,Alex Neal-Bullen,Preliminary Final,10/09/2021,Cats,Win 125-42,15,1,0
2021,Alex Neal-Bullen,23,21/08/2021,Cats,Win 81-77,16,0,0
2021,Alex Neal-Bullen,4,11/04/2021,Cats,Win 85-60,13,1,0
2023,Ed Langdon,15,22/06/2023,Cats,Loss 63-78,21,0,0
2022,Ed Langdon,17,07/07/2022,Cats,Loss 63-91,21,0,0
2021,Ed Langdon,Preliminary Final,10/09/2021,Cats,Win 125-42,21,0,0
2021,Ed Langdon,23,21/08/2021,Cats,Win 81-77,19,0,0
2021,Ed Langdon,4,11/04/2021,Cats,Win 85-60,26,1,0
2023,Steven May,15,22/06/2023,Cats,Loss 63-78,16,0,0
2022,Steven May,17,07/07/2022,Cats,Loss 63-91,26,0,0
2021,Steven May,Preliminary Final,10/09/2021,Cats,Win 125-42,5,0,0
2021,Steven May,23,21/08/2021,Cats,Win 81-77,19,0,0
2021,Steven May,4,11/04/2021,Cats,Win 85-60,5,0,0
2023,Tom Sparrow,15,22/06/2023,Cats,Loss 63-78,19,0,0
2022,Tom Sparrow,17,07/07/2022,Cats,Loss 63-91,11,0,0
2021,Tom Sparrow,Preliminary Final,10/09/2021,Cats,Win 125-42,11,1,1
2021,Tom Sparrow,23,21/08/2021,Cats,Win 81-77,12,0,0
2021,Tom Sparrow,4,11/04/2021,Cats,Win 85-60,9,0,0
2023,Kysaiah Pickett,15,22/06/2023,Cats,Loss 63-78,12,2,2
2022,Kysaiah Pickett,17,07/07/2022,Cats,Loss 63-91,7,1,1
2021,Kysaiah Pickett,Preliminary Final,10/09/2021,Cats,Win 125-42,13,3,0
2021,Kysaiah Pickett,23,21/08/2021,Cats,Win 81-77,14,3,1
2021,Kysaiah Pickett,4,11/04/2021,Cats,Win 85-60,17,1,2
2023,Bayley Fritsch,15,22/06/2023,Cats,Loss 63-78,9,2,1
2022,Bayley Fritsch,17,07/07/2022,Cats,Loss 63-91,9,1,3
2021,Bayley Fritsch,Preliminary Final,10/09/2021,Cats,Win 125-42,13,2,1
2021,Bayley Fritsch,23,21/08/2021,Cats,Win 81-77,7,1,2
2021,Bayley Fritsch,4,11/04/2021,Cats,Win 85-60,14,4,1
2022,Jake Bowey,17,07/07/2022,Cats,Loss 63-91,10,0,0
2021,Jake Bowey,Preliminary Final,10/09/2021,Cats,Win 125-42,19,0,0
2021,Jake Bowey,23,21/08/2021,Cats,Win 81-77,16,0,0
2022,Jack Billings,9,14/05/2022,Cats,Win 90-80,22,1,1
2021,Jack Billings,9,14/05/2021,Cats,Loss 47-68,20,0,0
