Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Clayton Oliver,Qualifying Final,07/09/2023,Magpies,Loss 53-60,31,0,0
2022,Clayton Oliver,21,05/08/2022,Magpies,Loss 89-96,42,0,0
2022,Clayton Oliver,13,13/06/2022,Magpies,Loss 56-82,43,1,0
2021,Clayton Oliver,13,14/06/2021,Magpies,Loss 63-80,23,1,2
2023,Christian Petracca,Qualifying Final,07/09/2023,Magpies,Loss 53-60,29,0,1
2023,Christian Petracca,13,12/06/2023,Magpies,Win 66-62,28,0,2
2022,Christian Petracca,21,05/08/2022,Magpies,Loss 89-96,36,1,2
2022,Christian Petracca,13,13/06/2022,Magpies,Loss 56-82,32,0,0
2021,Christian Petracca,13,14/06/2021,Magpies,Loss 63-80,27,1,0
2023,Jack Viney,Qualifying Final,07/09/2023,Magpies,Loss 53-60,20,0,0
2023,Jack Viney,13,12/06/2023,Magpies,Win 66-62,32,1,1
2022,Jack Viney,21,05/08/2022,Magpies,Loss 89-96,30,1,0
2022,Jack Viney,13,13/06/2022,Magpies,Loss 56-82,33,1,0
2023,Max Gawn,Qualifying Final,07/09/2023,Magpies,Loss 53-60,27,0,0
2023,Max Gawn,13,12/06/2023,Magpies,Win 66-62,15,0,0
2022,Max Gawn,21,05/08/2022,Magpies,Loss 89-96,31,0,2
2022,Max Gawn,13,13/06/2022,Magpies,Loss 56-82,13,0,0
2021,Max Gawn,13,14/06/2021,Magpies,Loss 63-80,19,1,0
2023,Lachie Hunter,Qualifying Final,07/09/2023,Magpies,Loss 53-60,18,0,0
2023,Lachie Hunter,13,12/06/2023,Magpies,Win 66-62,28,0,0
2021,Lachie Hunter,1,19/03/2021,Magpies,Win 69-53,31,0,0
2023,Christian Salem,Qualifying Final,07/09/2023,Magpies,Loss 53-60,11,0,0
2023,Christian Salem,13,12/06/2023,Magpies,Win 66-62,24,0,0
2022,Christian Salem,21,05/08/2022,Magpies,Loss 89-96,24,1,1
2022,Christian Salem,13,13/06/2022,Magpies,Loss 56-82,25,0,0
2021,Christian Salem,13,14/06/2021,Magpies,Loss 63-80,26,0,0
2023,Trent Rivers,Qualifying Final,07/09/2023,Magpies,Loss 53-60,12,0,0
2023,Trent Rivers,13,12/06/2023,Magpies,Win 66-62,23,0,0
2022,Trent Rivers,21,05/08/2022,Magpies,Loss 89-96,12,0,0
2021,Trent Rivers,13,14/06/2021,Magpies,Loss 63-80,18,0,0
2023,Alex Neal-Bullen,Qualifying Final,07/09/2023,Magpies,Loss 53-60,17,1,0
2023,Alex Neal-Bullen,13,12/06/2023,Magpies,Win 66-62,14,1,1
2022,Alex Neal-Bullen,21,05/08/2022,Magpies,Loss 89-96,14,1,0
2022,Alex Neal-Bullen,13,13/06/2022,Magpies,Loss 56-82,22,0,1
2021,Alex Neal-Bullen,13,14/06/2021,Magpies,Loss 63-80,15,1,1
2023,Ed Langdon,Qualifying Final,07/09/2023,Magpies,Loss 53-60,16,0,1
2023,Ed Langdon,13,12/06/2023,Magpies,Win 66-62,14,0,0
2022,Ed Langdon,21,05/08/2022,Magpies,Loss 89-96,22,1,0
2022,Ed Langdon,13,13/06/2022,Magpies,Loss 56-82,10,0,0
2021,Ed Langdon,13,14/06/2021,Magpies,Loss 63-80,21,1,0
2023,Steven May,Qualifying Final,07/09/2023,Magpies,Loss 53-60,17,0,0
2023,Steven May,13,12/06/2023,Magpies,Win 66-62,18,0,0
2022,Steven May,21,05/08/2022,Magpies,Loss 89-96,18,0,0
2021,Steven May,13,14/06/2021,Magpies,Loss 63-80,22,0,0
2023,Tom Sparrow,Qualifying Final,07/09/2023,Magpies,Loss 53-60,14,1,0
2023,Tom Sparrow,13,12/06/2023,Magpies,Win 66-62,19,0,0
2022,Tom Sparrow,21,05/08/2022,Magpies,Loss 89-96,9,1,0
2022,Tom Sparrow,13,13/06/2022,Magpies,Loss 56-82,19,0,0
2021,Tom Sparrow,13,14/06/2021,Magpies,Loss 63-80,10,0,0
2023,Kysaiah Pickett,Qualifying Final,07/09/2023,Magpies,Loss 53-60,13,1,3
2023,Kysaiah Pickett,13,12/06/2023,Magpies,Win 66-62,6,0,2
2022,Kysaiah Pickett,21,05/08/2022,Magpies,Loss 89-96,13,1,1
2022,Kysaiah Pickett,13,13/06/2022,Magpies,Loss 56-82,8,1,0
2021,Kysaiah Pickett,13,14/06/2021,Magpies,Loss 63-80,12,0,1
2023,Bayley Fritsch,Qualifying Final,07/09/2023,Magpies,Loss 53-60,7,2,2
2023,Bayley Fritsch,13,12/06/2023,Magpies,Win 66-62,9,3,3
2022,Bayley Fritsch,21,05/08/2022,Magpies,Loss 89-96,11,2,1
2022,Bayley Fritsch,13,13/06/2022,Magpies,Loss 56-82,10,1,0
2021,Bayley Fritsch,13,14/06/2021,Magpies,Loss 63-80,7,1,0
2023,Jake Bowey,Qualifying Final,07/09/2023,Magpies,Loss 53-60,19,0,0
2022,Jake Bowey,13,13/06/2022,Magpies,Loss 56-82,19,0,0
2021,Jack Billings,16,04/07/2021,Magpies,Win 70-61,14,0,1
2022,Shane McAdam,18,16/07/2022,Magpies,Loss 86-91,11,1,1
2021,Shane McAdam,12,05/06/2021,Magpies,Loss 73-78,12,2,0
2023,Kade Chandler,Qualifying Final,07/09/2023,Magpies,Loss 53-60,11,0,0
2023,Kade Chandler,13,12/06/2023,Magpies,Win 66-62,12,0,2
2022,Kade Chandler,13,13/06/2022,Magpies,Loss 56-82,1,0,0
2023,Jake Lever,Qualifying Final,07/09/2023,Magpies,Loss 53-60,11,0,0
2023,Jake Lever,13,12/06/2023,Magpies,Win 66-62,10,0,0
2022,Jake Lever,21,05/08/2022,Magpies,Loss 89-96,14,0,0
2022,Jake Lever,13,13/06/2022,Magpies,Loss 56-82,13,0,0
2021,Jake Lever,13,14/06/2021,Magpies,Loss 63-80,13,0,0
2023,Adam Tomlinson,13,12/06/2023,Magpies,Win 66-62,15,0,0
2023,Tom McDonald,Qualifying Final,07/09/2023,Magpies,Loss 53-60,7,1,1
2021,Tom McDonald,13,14/06/2021,Magpies,Loss 63-80,8,0,2
2022,Harrison Petty,21,05/08/2022,Magpies,Loss 89-96,7,0,0
2022,Harrison Petty,13,13/06/2022,Magpies,Loss 56-82,11,0,0
2021,Harrison Petty,13,14/06/2021,Magpies,Loss 63-80,9,0,0
2023,Jacob van Rooyen,Qualifying Final,07/09/2023,Magpies,Loss 53-60,6,0,0
2023,Jacob van Rooyen,13,12/06/2023,Magpies,Win 66-62,10,1,0
2022,Ben Brown,21,05/08/2022,Magpies,Loss 89-96,16,2,1
2022,Ben Brown,13,13/06/2022,Magpies,Loss 56-82,8,2,2
2022,Jake Melksham,21,05/08/2022,Magpies,Loss 89-96,8,1,1
2022,Daniel Turner,13,13/06/2022,Magpies,Loss 56-82,5,0,0
2023,Judd McVee,Qualifying Final,07/09/2023,Magpies,Loss 53-60,11,0,0
2023,Judd McVee,13,12/06/2023,Magpies,Win 66-62,11,0,0
2023,Charlie Spargo,13,12/06/2023,Magpies,Win 66-62,6,0,0
2022,Charlie Spargo,21,05/08/2022,Magpies,Loss 89-96,9,1,0
2022,Charlie Spargo,13,13/06/2022,Magpies,Loss 56-82,12,0,0
2021,Charlie Spargo,13,14/06/2021,Magpies,Loss 63-80,8,0,1
2023,Joel Smith,Qualifying Final,07/09/2023,Magpies,Loss 53-60,11,1,0
2023,Joel Smith,13,12/06/2023,Magpies,Win 66-62,10,1,2
2023,Bailey Laurie,Qualifying Final,07/09/2023,Magpies,Loss 53-60,5,0,0
2021,Tom Fullarton,22,14/08/2021,Magpies,Win 142-57,8,0,0
2021,Tom Fullarton,3,01/04/2021,Magpies,Win 73-72,17,0,0
