Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Errol Gulden,17,06/07/2023,Tigers,Loss 75-88,31,1,0
2023,Errol Gulden,5,14/04/2023,Tigers,Win 122-78,25,0,1
2022,Errol Gulden,11,27/05/2022,Tigers,Win 106-100,14,0,0
2021,Errol Gulden,3,03/04/2021,Tigers,Win 117-72,18,0,1
2023,Chad Warner,5,14/04/2023,Tigers,Win 122-78,26,1,3
2022,Chad Warner,11,27/05/2022,Tigers,Win 106-100,27,0,1
2021,Chad Warner,3,03/04/2021,Tigers,Win 117-72,20,2,1
2023,Luke Parker,17,06/07/2023,Tigers,Loss 75-88,28,0,0
2023,Luke Parker,5,14/04/2023,Tigers,Win 122-78,15,0,1
2022,Luke Parker,11,27/05/2022,Tigers,Win 106-100,26,1,0
2021,Luke Parker,3,03/04/2021,Tigers,Win 117-72,29,1,1
2023,Jake Lloyd,17,06/07/2023,Tigers,Loss 75-88,11,0,0
2023,Jake Lloyd,5,14/04/2023,Tigers,Win 122-78,25,0,1
2022,Jake Lloyd,11,27/05/2022,Tigers,Win 106-100,26,0,0
2021,Jake Lloyd,3,03/04/2021,Tigers,Win 117-72,29,0,0
2023,Callum Mills,17,06/07/2023,Tigers,Loss 75-88,21,0,0
2023,Callum Mills,5,14/04/2023,Tigers,Win 122-78,21,1,0
2022,Callum Mills,11,27/05/2022,Tigers,Win 106-100,20,0,0
2021,Callum Mills,3,03/04/2021,Tigers,Win 117-72,31,0,0
2023,Isaac Heeney,17,06/07/2023,Tigers,Loss 75-88,17,3,0
2023,Isaac Heeney,5,14/04/2023,Tigers,Win 122-78,20,2,0
2022,Isaac Heeney,11,27/05/2022,Tigers,Win 106-100,12,1,2
2021,Isaac Heeney,3,03/04/2021,Tigers,Win 117-72,11,2,2
2023,James Rowbottom,17,06/07/2023,Tigers,Loss 75-88,21,0,1
2023,James Rowbottom,5,14/04/2023,Tigers,Win 122-78,17,1,0
2022,James Rowbottom,11,27/05/2022,Tigers,Win 106-100,19,1,0
2023,Taylor Adams,3,31/03/2023,Tigers,Win 63-49,20,0,0
2022,Taylor Adams,8,07/05/2022,Tigers,Loss 86-113,29,1,1
2021,Taylor Adams,17,11/07/2021,Tigers,Win 87-71,31,1,0
2023,Peter Ladhams,5,14/04/2023,Tigers,Win 122-78,17,0,0
2022,Peter Ladhams,11,27/05/2022,Tigers,Win 106-100,19,0,0
2021,Peter Ladhams,4,09/04/2021,Tigers,Win 79-77,7,0,0
2023,Brodie Grundy,6,24/04/2023,Tigers,Win 96-78,15,0,0
2021,Brodie Grundy,17,11/07/2021,Tigers,Win 87-71,22,1,1
2023,Nick Blakey,17,06/07/2023,Tigers,Loss 75-88,20,0,0
2023,Nick Blakey,5,14/04/2023,Tigers,Win 122-78,30,0,0
2021,Nick Blakey,3,03/04/2021,Tigers,Win 117-72,13,0,1
2023,Oliver Florent,17,06/07/2023,Tigers,Loss 75-88,30,0,0
2023,Oliver Florent,5,14/04/2023,Tigers,Win 122-78,16,0,0
2022,Oliver Florent,11,27/05/2022,Tigers,Win 106-100,12,0,0
2021,Oliver Florent,3,03/04/2021,Tigers,Win 117-72,29,0,0
2023,Justin McInerney,17,06/07/2023,Tigers,Loss 75-88,12,2,0
2023,Justin McInerney,5,14/04/2023,Tigers,Win 122-78,11,1,0
2022,Justin McInerney,11,27/05/2022,Tigers,Win 106-100,18,0,0
2021,Justin McInerney,3,03/04/2021,Tigers,Win 117-72,12,0,0
2023,Tom Papley,17,06/07/2023,Tigers,Loss 75-88,12,1,1
2023,Tom Papley,5,14/04/2023,Tigers,Win 122-78,25,6,2
