Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim Taranto,17,06/07/2023,Swans,Win 88-75,29,0,1
2023,Tim Taranto,5,14/04/2023,Swans,Loss 78-122,34,0,1
2022,Tim Taranto,20,30/07/2022,Swans,Loss 39-112,16,0,1
2022,Tim Taranto,1,19/03/2022,Swans,Loss 92-112,28,1,3
2021,Tim Taranto,Elimination Final,28/08/2021,Swans,Win 74-73,25,1,0
2021,Tim Taranto,18,18/07/2021,Swans,Loss 72-98,27,0,0
2021,Tim Taranto,5,17/04/2021,Swans,Win 71-69,27,0,0
2023,Toby Nankervis,17,06/07/2023,Swans,Win 88-75,19,1,1
2022,Toby Nankervis,11,27/05/2022,Swans,Loss 100-106,21,0,1
2021,Toby Nankervis,3,03/04/2021,Swans,Loss 72-117,15,0,1
2022,Jayden Short,11,27/05/2022,Swans,Loss 100-106,22,2,0
2021,Jayden Short,3,03/04/2021,Swans,Loss 72-117,23,0,0
2023,Dustin Martin,17,06/07/2023,Swans,Win 88-75,29,1,0
2023,Dustin Martin,5,14/04/2023,Swans,Loss 78-122,17,0,1
2022,Dustin Martin,11,27/05/2022,Swans,Loss 100-106,20,1,0
2021,Dustin Martin,3,03/04/2021,Swans,Loss 72-117,20,0,0
2023,Shai Bolton,17,06/07/2023,Swans,Win 88-75,31,0,2
2023,Shai Bolton,5,14/04/2023,Swans,Loss 78-122,22,0,1
2022,Shai Bolton,11,27/05/2022,Swans,Loss 100-106,13,1,2
2021,Shai Bolton,3,03/04/2021,Swans,Loss 72-117,7,0,2
2023,Nick Vlastuin,17,06/07/2023,Swans,Win 88-75,18,1,0
2023,Nick Vlastuin,5,14/04/2023,Swans,Loss 78-122,20,0,0
2022,Nick Vlastuin,11,27/05/2022,Swans,Loss 100-106,19,0,0
2023,Jacob Hopper,17,06/07/2023,Swans,Win 88-75,22,0,0
2023,Jacob Hopper,5,14/04/2023,Swans,Loss 78-122,32,0,0
2022,Jacob Hopper,20,30/07/2022,Swans,Loss 39-112,15,0,0
2022,Jacob Hopper,1,19/03/2022,Swans,Loss 92-112,17,0,0
2021,Jacob Hopper,Elimination Final,28/08/2021,Swans,Win 74-73,23,0,1
2021,Jacob Hopper,18,18/07/2021,Swans,Loss 72-98,23,0,0
2021,Jacob Hopper,5,17/04/2021,Swans,Win 71-69,26,0,0
2023,Daniel Rioli,17,06/07/2023,Swans,Win 88-75,18,0,0
2023,Daniel Rioli,5,14/04/2023,Swans,Loss 78-122,22,0,0
2022,Daniel Rioli,11,27/05/2022,Swans,Loss 100-106,12,1,0
2021,Daniel Rioli,3,03/04/2021,Swans,Loss 72-117,9,2,0
2023,Dion Prestia,17,06/07/2023,Swans,Win 88-75,22,0,0
2023,Dion Prestia,5,14/04/2023,Swans,Loss 78-122,22,0,0
2022,Dion Prestia,11,27/05/2022,Swans,Loss 100-106,25,1,1
2021,Dion Prestia,3,03/04/2021,Swans,Loss 72-117,3,0,0
2023,Jack Ross,17,06/07/2023,Swans,Win 88-75,20,2,2
2022,Jack Ross,11,27/05/2022,Swans,Loss 100-106,16,0,0
2023,Liam Baker,17,06/07/2023,Swans,Win 88-75,13,1,2
2023,Liam Baker,5,14/04/2023,Swans,Loss 78-122,35,1,1
2022,Liam Baker,11,27/05/2022,Swans,Loss 100-106,22,0,0
2021,Liam Baker,3,03/04/2021,Swans,Loss 72-117,23,0,0
2023,Nathan Broad,17,06/07/2023,Swans,Win 88-75,8,0,0
2022,Nathan Broad,11,27/05/2022,Swans,Loss 100-106,17,0,0
