Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Luke Davies-Uniacke,20,30/07/2023,Eagles,Loss 67-72,30,1,0
2023,Luke Davies-Uniacke,1,18/03/2023,Eagles,Win 87-82,32,1,1
2022,Luke Davies-Uniacke,20,30/07/2022,Eagles,Loss 67-72,30,1,0
2022,Luke Davies-Uniacke,1,18/03/2022,Eagles,Win 87-82,32,1,1
2021,Luke Davies-Uniacke,20,30/07/2021,Eagles,Loss 67-72,30,1,0
2021,Luke Davies-Uniacke,1,18/03/2021,Eagles,Win 87-82,32,1,1
2023,Harry Sheezel,20,30/07/2023,Eagles,Loss 67-72,31,0,1
2023,Harry Sheezel,1,18/03/2023,Eagles,Win 87-82,34,0,0
2022,Harry Sheezel,20,30/07/2022,Eagles,Loss 67-72,31,0,1
2022,Harry Sheezel,1,18/03/2022,Eagles,Win 87-82,34,0,0
2021,Harry Sheezel,20,30/07/2021,Eagles,Loss 67-72,31,0,1
2021,Harry Sheezel,1,18/03/2021,Eagles,Win 87-82,34,0,0
2023,Bailey Scott,20,30/07/2023,Eagles,Loss 67-72,24,0,0
2023,Bailey Scott,1,18/03/2023,Eagles,Win 87-82,17,0,1
2022,Bailey Scott,20,30/07/2022,Eagles,Loss 67-72,24,0,0
2022,Bailey Scott,1,18/03/2022,Eagles,Win 87-82,17,0,1
2021,Bailey Scott,20,30/07/2021,Eagles,Loss 67-72,24,0,0
2021,Bailey Scott,1,18/03/2021,Eagles,Win 87-82,17,0,1
2023,Tarryn Thomas,20,30/07/2023,Eagles,Loss 67-72,10,0,0
2022,Tarryn Thomas,20,30/07/2022,Eagles,Loss 67-72,10,0,0
2021,Tarryn Thomas,20,30/07/2021,Eagles,Loss 67-72,10,0,0
2023,Liam Shiels,1,18/03/2023,Eagles,Win 87-82,19,0,1
2022,Liam Shiels,1,18/03/2022,Eagles,Win 87-82,19,0,1
2021,Liam Shiels,1,18/03/2021,Eagles,Win 87-82,19,0,1
2023,Jy Simpkin,20,30/07/2023,Eagles,Loss 67-72,20,0,0
2023,Jy Simpkin,1,18/03/2023,Eagles,Win 87-82,25,0,0
2022,Jy Simpkin,20,30/07/2022,Eagles,Loss 67-72,20,0,0
2022,Jy Simpkin,1,18/03/2022,Eagles,Win 87-82,25,0,0
2021,Jy Simpkin,20,30/07/2021,Eagles,Loss 67-72,20,0,0
2021,Jy Simpkin,1,18/03/2021,Eagles,Win 87-82,25,0,0
2023,Luke McDonald,20,30/07/2023,Eagles,Loss 67-72,5,0,0
2023,Luke McDonald,1,18/03/2023,Eagles,Win 87-82,22,0,0
2022,Luke McDonald,20,30/07/2022,Eagles,Loss 67-72,5,0,0
2022,Luke McDonald,1,18/03/2022,Eagles,Win 87-82,22,0,0
2021,Luke McDonald,20,30/07/2021,Eagles,Loss 67-72,5,0,0
2021,Luke McDonald,1,18/03/2021,Eagles,Win 87-82,22,0,0
2023,Zac Fisher,7,29/04/2023,Eagles,Win 152-44,21,0,3
2022,Zac Fisher,7,29/04/2022,Eagles,Win 152-44,21,0,3
2021,Zac Fisher,7,29/04/2021,Eagles,Win 152-44,21,0,3
2023,Will Phillips,20,30/07/2023,Eagles,Loss 67-72,16,0,0
2023,Will Phillips,1,18/03/2023,Eagles,Win 87-82,17,0,1
2022,Will Phillips,20,30/07/2022,Eagles,Loss 67-72,16,0,0
2022,Will Phillips,1,18/03/2022,Eagles,Win 87-82,17,0,1
2021,Will Phillips,20,30/07/2021,Eagles,Loss 67-72,16,0,0
