Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Green,23,19/08/2023,Bombers,Win 162-36,39,1,0
2023,Tom Green,4,09/04/2023,Bombers,Loss 75-88,34,0,0
2022,Tom Green,21,06/08/2022,Bombers,Win 96-69,20,0,0
2021,Tom Green,19,25/07/2021,Bombers,Win 66-53,29,0,1
2021,Tom Green,8,08/05/2021,Bombers,Win 107-105,28,0,0
2023,Stephen Coniglio,23,19/08/2023,Bombers,Win 162-36,31,1,1
2023,Stephen Coniglio,4,09/04/2023,Bombers,Loss 75-88,25,1,0
2022,Stephen Coniglio,21,06/08/2022,Bombers,Win 96-69,20,1,1
2023,Josh Kelly,23,19/08/2023,Bombers,Win 162-36,30,0,1
2023,Josh Kelly,4,09/04/2023,Bombers,Loss 75-88,28,2,1
2022,Josh Kelly,21,06/08/2022,Bombers,Win 96-69,19,1,0
2021,Josh Kelly,19,25/07/2021,Bombers,Win 66-53,23,0,0
2021,Josh Kelly,8,08/05/2021,Bombers,Win 107-105,30,2,0
2023,Lachie Whitfield,23,19/08/2023,Bombers,Win 162-36,30,0,0
2023,Lachie Whitfield,4,09/04/2023,Bombers,Loss 75-88,24,0,0
2022,Lachie Whitfield,21,06/08/2022,Bombers,Win 96-69,29,1,1
2021,Lachie Whitfield,19,25/07/2021,Bombers,Win 66-53,35,0,0
2021,Lachie Whitfield,8,08/05/2021,Bombers,Win 107-105,19,0,0
2023,Kieren Briggs,23,19/08/2023,Bombers,Win 162-36,15,0,0
2022,Kieren Briggs,21,06/08/2022,Bombers,Win 96-69,10,0,1
2023,Toby Greene,23,19/08/2023,Bombers,Win 162-36,9,2,0
2023,Toby Greene,4,09/04/2023,Bombers,Loss 75-88,18,2,2
2022,Toby Greene,21,06/08/2022,Bombers,Win 96-69,14,2,2
2021,Toby Greene,8,08/05/2021,Bombers,Win 107-105,21,2,2
2023,Lachie Ash,23,19/08/2023,Bombers,Win 162-36,25,1,0
2023,Lachie Ash,4,09/04/2023,Bombers,Loss 75-88,26,0,0
2022,Lachie Ash,21,06/08/2022,Bombers,Win 96-69,13,0,0
2021,Lachie Ash,19,25/07/2021,Bombers,Win 66-53,13,1,0
2021,Lachie Ash,8,08/05/2021,Bombers,Win 107-105,23,0,0
2023,Finn Callaghan,4,09/04/2023,Bombers,Loss 75-88,25,0,0
2023,Jesse Hogan,23,19/08/2023,Bombers,Win 162-36,24,9,1
2023,Jesse Hogan,4,09/04/2023,Bombers,Loss 75-88,15,0,1
2022,Jesse Hogan,21,06/08/2022,Bombers,Win 96-69,17,4,2
2021,Jesse Hogan,19,25/07/2021,Bombers,Win 66-53,13,2,1
2023,Harry Himmelberg,23,19/08/2023,Bombers,Win 162-36,30,1,0
2023,Harry Himmelberg,4,09/04/2023,Bombers,Loss 75-88,5,3,0
2022,Harry Himmelberg,21,06/08/2022,Bombers,Win 96-69,23,1,0
2021,Harry Himmelberg,19,25/07/2021,Bombers,Win 66-53,9,1,3
2021,Harry Himmelberg,8,08/05/2021,Bombers,Win 107-105,12,1,2
2023,Callan Ward,23,19/08/2023,Bombers,Win 162-36,30,0,0
2023,Callan Ward,4,09/04/2023,Bombers,Loss 75-88,22,2,1
2022,Callan Ward,21,06/08/2022,Bombers,Win 96-69,25,1,0
2021,Callan Ward,19,25/07/2021,Bombers,Win 66-53,17,1,0
2021,Callan Ward,8,08/05/2021,Bombers,Win 107-105,23,0,0
2023,Harry Perryman,23,19/08/2023,Bombers,Win 162-36,24,0,1
2022,Harry Perryman,21,06/08/2022,Bombers,Win 96-69,23,1,0
2021,Harry Perryman,19,25/07/2021,Bombers,Win 66-53,25,0,0
2021,Harry Perryman,8,08/05/2021,Bombers,Win 107-105,24,0,0
2023,Brent Daniels,23,19/08/2023,Bombers,Win 162-36,15,3,0
