Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Brent Daniels,4,09/04/2023,Bombers,Loss 75-88,22,1,1
2021,Brent Daniels,19,25/07/2021,Bombers,Win 66-53,17,1,0
2023,Isaac Cumming,23,19/08/2023,Bombers,Win 162-36,22,0,0
2023,Isaac Cumming,4,09/04/2023,Bombers,Loss 75-88,22,0,0
2022,Isaac Cumming,21,06/08/2022,Bombers,Win 96-69,21,0,0
2021,Isaac Cumming,19,25/07/2021,Bombers,Win 66-53,22,0,0
2021,Isaac Cumming,8,08/05/2021,Bombers,Win 107-105,20,0,0
2023,Connor Idun,23,19/08/2023,Bombers,Win 162-36,24,0,0
2023,Connor Idun,4,09/04/2023,Bombers,Loss 75-88,15,0,0
2021,Connor Idun,19,25/07/2021,Bombers,Win 66-53,16,0,0
2021,Connor Idun,8,08/05/2021,Bombers,Win 107-105,15,0,0
2023,Nick Haynes,4,09/04/2023,Bombers,Loss 75-88,26,0,0
2022,Nick Haynes,21,06/08/2022,Bombers,Win 96-69,17,0,0
2021,Nick Haynes,19,25/07/2021,Bombers,Win 66-53,13,0,0
2023,Toby Bedford,23,19/08/2023,Bombers,Win 162-36,16,2,2
2021,Xavier O'Halloran,19,25/07/2021,Bombers,Win 66-53,12,0,0
2021,Xavier O'Halloran,8,08/05/2021,Bombers,Win 107-105,15,0,0
2023,Jack Buckley,23,19/08/2023,Bombers,Win 162-36,7,0,0
2023,Jack Buckley,4,09/04/2023,Bombers,Loss 75-88,14,0,0
2021,Jack Buckley,8,08/05/2021,Bombers,Win 107-105,9,0,0
2023,Sam Taylor,23,19/08/2023,Bombers,Win 162-36,6,0,0
2023,Sam Taylor,4,09/04/2023,Bombers,Loss 75-88,15,0,0
2022,Sam Taylor,21,06/08/2022,Bombers,Win 96-69,14,0,0
2021,Sam Taylor,19,25/07/2021,Bombers,Win 66-53,21,0,0
2021,Sam Taylor,8,08/05/2021,Bombers,Win 107-105,16,0,0
2023,Jake Riccardi,23,19/08/2023,Bombers,Win 162-36,10,1,0
2023,Jake Riccardi,4,09/04/2023,Bombers,Loss 75-88,12,0,1
2022,Jake Riccardi,21,06/08/2022,Bombers,Win 96-69,17,0,1
2023,Callum M. Brown,23,19/08/2023,Bombers,Win 162-36,11,1,2
2022,James Peatling,21,06/08/2022,Bombers,Win 96-69,1,0,1
2023,Cooper Hamilton,4,09/04/2023,Bombers,Loss 75-88,10,0,0
2023,Josh Fahey,23,19/08/2023,Bombers,Win 162-36,13,1,0
2023,Lachlan Keeffe,23,19/08/2023,Bombers,Win 162-36,4,0,1
2022,Lachlan Keeffe,21,06/08/2022,Bombers,Win 96-69,8,0,0
2021,Lachlan Keeffe,8,08/05/2021,Bombers,Win 107-105,6,0,0
2023,Harry Rowston,4,09/04/2023,Bombers,Loss 75-88,7,0,0
2023,Adam Kennedy,4,09/04/2023,Bombers,Loss 75-88,6,0,0
2022,Adam Kennedy,21,06/08/2022,Bombers,Win 96-69,18,0,0
2021,Adam Kennedy,19,25/07/2021,Bombers,Win 66-53,18,0,0
2023,Toby McMullin,23,19/08/2023,Bombers,Win 162-36 ,5,1,1
2023,Conor Stone,4,09/04/2023,Bombers,Loss 75-88,2,0,0
2022,Leek Aleer,21,06/08/2022,Bombers,Win 96-69,7,0,0
2022,Braydon Preuss,21,06/08/2022,Bombers,Win 96-69,9,0,1
