Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Connor Rozee,20,29/07/2023,Crows,Loss 65-112,26,0,2
2023,Connor Rozee,3,01/04/2023,Crows,Loss 86-117,28,1,0
2022,Connor Rozee,23,20/08/2022,Crows,Win 111-55,34,1,0
2022,Connor Rozee,3,01/04/2022,Crows,Loss 92-96,14,0,1
2021,Connor Rozee,21,07/08/2021,Crows,Win 55-51,16,0,1
2021,Connor Rozee,8,08/05/2021,Crows,Win 87-38,23,1,1
2023,Zak Butters,20,29/07/2023,Crows,Loss 65-112,32,0,1
2023,Zak Butters,3,01/04/2023,Crows,Loss 86-117,15,1,0
2022,Zak Butters,23,20/08/2022,Crows,Win 111-55,26,1,1
2022,Zak Butters,3,01/04/2022,Crows,Loss 92-96,13,0,0
2021,Zak Butters,21,07/08/2021,Crows,Win 55-51,19,2,0
2023,Dan Houston,20,29/07/2023,Crows,Loss 65-112,26,0,0
2023,Dan Houston,3,01/04/2023,Crows,Loss 86-117,21,0,0
2022,Dan Houston,23,20/08/2022,Crows,Win 111-55,19,0,0
2022,Dan Houston,3,01/04/2022,Crows,Loss 92-96,18,0,1
2021,Dan Houston,21,07/08/2021,Crows,Win 55-51,24,0,0
2021,Dan Houston,8,08/05/2021,Crows,Win 87-38,19,0,0
2023,Ollie Wines,20,29/07/2023,Crows,Loss 65-112,20,1,0
2023,Ollie Wines,3,01/04/2023,Crows,Loss 86-117,21,0,0
2022,Ollie Wines,23,20/08/2022,Crows,Win 111-55,35,1,0
2022,Ollie Wines,3,01/04/2022,Crows,Loss 92-96,30,0,1
2021,Ollie Wines,21,07/08/2021,Crows,Win 55-51,26,1,3
2021,Ollie Wines,8,08/05/2021,Crows,Win 87-38,24,0,1
2023,Willem Drew,20,29/07/2023,Crows,Loss 65-112,17,0,1
2023,Willem Drew,3,01/04/2023,Crows,Loss 86-117,18,0,1
2022,Willem Drew,23,20/08/2022,Crows,Win 111-55,21,0,0
2022,Willem Drew,3,01/04/2022,Crows,Loss 92-96,16,1,0
2021,Willem Drew,21,07/08/2021,Crows,Win 55-51,23,0,0
2021,Willem Drew,8,08/05/2021,Crows,Win 87-38,16,1,0
2023,Jeremy Finlayson,20,29/07/2023,Crows,Loss 65-112,11,1,4
2023,Jeremy Finlayson,3,01/04/2023,Crows,Loss 86-117,9,0,0
2022,Jeremy Finlayson,23,20/08/2022,Crows,Win 111-55,15,0,1
2021,Jeremy Finlayson,7,01/05/2021,Crows,Win 106-39,13,0,0
2023,Charlie Dixon,20,29/07/2023,Crows,Loss 65-112,18,1,0
2023,Charlie Dixon,3,01/04/2023,Crows,Loss 86-117,11,3,2
2022,Charlie Dixon,23,20/08/2022,Crows,Win 111-55,16,0,1
2021,Charlie Dixon,21,07/08/2021,Crows,Win 55-51,7,1,0
2021,Charlie Dixon,8,08/05/2021,Crows,Win 87-38,14,2,1
2023,Jason Horne-Francis,20,29/07/2023,Crows,Loss 65-112,16,0,1
2023,Jason Horne-Francis,3,01/04/2023,Crows,Loss 86-117,16,0,0
2023,Kane Farrell,20,29/07/2023,Crows,Loss 65-112,16,0,0
2023,Kane Farrell,3,01/04/2023,Crows,Loss 86-117,16,0,0
2022,Kane Farrell,23,20/08/2022,Crows,Win 111-55,20,0,0
2021,Kane Farrell,8,08/05/2021,Crows,Win 87-38,19,1,1
2023,Ryan Burton,20,29/07/2023,Crows,Loss 65-112,11,0,0
2022,Ryan Burton,23,20/08/2022,Crows,Win 111-55,15,0,0
2022,Ryan Burton,3,01/04/2022,Crows,Loss 92-96,22,0,0
2021,Ryan Burton,21,07/08/2021,Crows,Win 55-51,26,0,0
2021,Ryan Burton,8,08/05/2021,Crows,Win 87-38,20,0,0
2023,Travis Boak,20,29/07/2023,Crows,Loss 65-112,7,1,0
2023,Travis Boak,3,01/04/2023,Crows,Loss 86-117,11,0,1
