Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Rowan Marshall,2,25/03/2023,Bulldogs,Win 92-41,20,0,0
2022,Rowan Marshall,18,15/07/2022,Bulldogs,Loss 56-84,15,0,1
2023,Brad Crouch,2,25/03/2023,Bulldogs,Win 92-41,26,0,0
2022,Brad Crouch,18,15/07/2022,Bulldogs,Loss 56-84,22,0,0
2021,Brad Crouch,10,22/05/2021,Bulldogs,Loss 33-144,21,0,0
2023,Jack Sinclair,2,25/03/2023,Bulldogs,Win 92-41,33,0,0
2022,Jack Sinclair,18,15/07/2022,Bulldogs,Loss 56-84,36,1,0
2021,Jack Sinclair,10,22/05/2021,Bulldogs,Loss 33-144,28,0,0
2023,Jack Steele,2,25/03/2023,Bulldogs,Win 92-41,29,1,0
2022,Jack Steele,18,15/07/2022,Bulldogs,Loss 56-84,26,1,0
2021,Jack Steele,10,22/05/2021,Bulldogs,Loss 33-144,25,0,0
2023,Mason Wood,2,25/03/2023,Bulldogs,Win 92-41,24,1,2
2022,Mason Wood,18,15/07/2022,Bulldogs,Loss 56-84,21,1,0
2023,Nasiah Wanganeen-Milera,2,25/03/2023,Bulldogs,Win 92-41,19,0,0
2022,Nasiah Wanganeen-Milera,18,15/07/2022,Bulldogs,Loss 56-84,11,0,0
2023,Callum Wilkie,2,25/03/2023,Bulldogs,Win 92-41,17,0,0
2022,Callum Wilkie,18,15/07/2022,Bulldogs,Loss 56-84,27,0,0
2021,Callum Wilkie,10,22/05/2021,Bulldogs,Loss 33-144,11,0,0
2023,Liam Henry,16,01/07/2023,Bulldogs,Loss 73-102,33,0,0
2022,Liam Henry,21,06/08/2022,Bulldogs,Win 95-78,3,0,0
2021,Liam Henry,12,06/06/2021,Bulldogs,Loss 65-93,8,1,0
2023,Bradley Hill,2,25/03/2023,Bulldogs,Win 92-41,22,0,0
2022,Bradley Hill,18,15/07/2022,Bulldogs,Loss 56-84,11,0,0
2021,Bradley Hill,10,22/05/2021,Bulldogs,Loss 33-144,15,0,0
2023,Mitch Owens,2,25/03/2023,Bulldogs,Win 92-41,17,3,2
2023,Liam Stocker,2,25/03/2023,Bulldogs,Win 92-41,18,0,0
2021,Liam Stocker,8,09/05/2021,Bulldogs,Loss 91-107,14,0,0
2023,Sebastian Ross,2,25/03/2023,Bulldogs,Win 92-41,24,0,0
2021,Sebastian Ross,10,22/05/2021,Bulldogs,Loss 33-144,23,0,0
2023,Hunter Clark,2,25/03/2023,Bulldogs,Win 92-41,26,0,0
2021,Hunter Clark,10,22/05/2021,Bulldogs,Loss 33-144,21,0,0
2023,Jack Higgins,2,25/03/2023,Bulldogs,Win 92-41,8,0,1
2022,Jack Higgins,18,15/07/2022,Bulldogs,Loss 56-84,17,0,3
2021,Jack Higgins,10,22/05/2021,Bulldogs,Loss 33-144,13,0,0
2023,Marcus Windhager,2,25/03/2023,Bulldogs,Win 92-41,4,0,0
2022,Jimmy Webster,18,15/07/2022,Bulldogs,Loss 56-84,25,0,0
2021,Jimmy Webster,10,22/05/2021,Bulldogs,Loss 33-144,17,0,0
2023,Josh Battle,2,25/03/2023,Bulldogs,Win 92-41,15,0,0
2022,Josh Battle,18,15/07/2022,Bulldogs,Loss 56-84,22,0,0
2021,Josh Battle,10,22/05/2021,Bulldogs,Loss 33-144,16,0,0
2023,Ryan Byrnes,2,25/03/2023,Bulldogs,Win 92-41,8,0,0
2022,Ryan Byrnes,18,15/07/2022,Bulldogs,Loss 56-84,17,0,0
2021,Ryan Byrnes,10,22/05/2021,Bulldogs,Loss 33-144,24,0,0
2023,Dan Butler,2,25/03/2023,Bulldogs,Win 92-41,12,0,0
2022,Dan Butler,18,15/07/2022,Bulldogs,Loss 56-84,7,0,1
2021,Dan Butler,10,22/05/2021,Bulldogs,Loss 33-144,5,1,0
2022,Max King,18,15/07/2022,Bulldogs,Loss 56-84,12,2,1
2021,Max King,10,22/05/2021,Bulldogs,Loss 33-144,6,0,1
2022,Zak Jones,18,15/07/2022,Bulldogs,Loss 56-84,18,1,0
2023,Ben Paton,2,25/03/2023,Bulldogs,Win 92-41,21,0,0
2022,Ben Paton,18,15/07/2022,Bulldogs,Loss 56-84,10,0,0
2022,Tim Membrey,18,15/07/2022,Bulldogs,Loss 56-84,18,0,1
2021,Tim Membrey,10,22/05/2021,Bulldogs,Loss 33-144,14,2,0
2023,Dougal Howard,2,25/03/2023,Bulldogs,Win 92-41,17,0,0
2021,Dougal Howard,10,22/05/2021,Bulldogs,Loss 33-144,17,0,0
2023,Mattaes Phillipou,2,25/03/2023,Bulldogs,Win 92-41,7,3,0
2023,Riley Bonner,13,09/06/2023,Bulldogs,Win 107-85,2,0,0
2022,Riley Bonner,8,06/05/2022,Bulldogs,Win 86-69,22,0,0
2021,Riley Bonner,Preliminary Final,11/09/2021,Bulldogs,Loss 45-116,32,1,0
2021,Riley Bonner,23,20/08/2021,Bulldogs,Win 66-64,24,0,0
2021,Riley Bonner,9,15/05/2021,Bulldogs,Loss 77-96,18,0,0
2023,Anthony Caminiti,2,25/03/2023,Bulldogs,Win 92-41,13,2,1
2022,Cooper Sharman,18,15/07/2022,Bulldogs,Loss 56-84,14,0,0
2023,Zaine Cordy,2,25/03/2023,Bulldogs,Win 92-41,13,2,0
