Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tom Stewart,11,27/05/2023,Giants,Loss 74-81,31,0,0
2022,Tom Stewart,8,07/05/2022,Giants,Win 88-35,23,0,0
2021,Tom Stewart,21,06/08/2021,Giants,Loss 65-84,22,0,1
2022,Mitch Duncan,8,07/05/2022,Giants,Win 88-35,33,0,0
2021,Mitch Duncan,Semi Final,03/09/2021,Giants,Win 103-68,22,0,0
2022,Cameron Guthrie,8,07/05/2022,Giants,Win 88-35,25,0,0
2021,Cameron Guthrie,Semi Final,03/09/2021,Giants,Win 103-68,25,0,0
2021,Cameron Guthrie,21,06/08/2021,Giants,Loss 65-84,24,0,0
2023,Jeremy Cameron,11,27/05/2023,Giants,Loss 74-81,17,2,3
2022,Jeremy Cameron,8,07/05/2022,Giants,Win 88-35,12,5,2
2021,Jeremy Cameron,Semi Final,03/09/2021,Giants,Win 103-68,14,2,2
2023,Mark Blicavs,11,27/05/2023,Giants,Loss 74-81,22,0,0
2022,Mark Blicavs,8,07/05/2022,Giants,Win 88-35,25,0,0
2021,Mark Blicavs,Semi Final,03/09/2021,Giants,Win 103-68,9,0,0
2021,Mark Blicavs,21,06/08/2021,Giants,Loss 65-84,11,1,0
2022,Patrick Dangerfield,8,07/05/2022,Giants,Win 88-35,28,0,0
2021,Patrick Dangerfield,Semi Final,03/09/2021,Giants,Win 103-68,20,0,0
2021,Patrick Dangerfield,21,06/08/2021,Giants,Loss 65-84,3,0,0
2023,Tom Atkins,11,27/05/2023,Giants,Loss 74-81,20,0,0
2022,Tom Atkins,8,07/05/2022,Giants,Win 88-35,16,0,1
2021,Tom Atkins,Semi Final,03/09/2021,Giants,Win 103-68,11,0,0
2021,Max Holmes,Semi Final,03/09/2021,Giants,Win 103-68,10,0,0
2021,Max Holmes,21,06/08/2021,Giants,Loss 65-84,12,0,2
2023,Gryan Miers,11,27/05/2023,Giants,Loss 74-81,22,0,2
2022,Gryan Miers,8,07/05/2022,Giants,Win 88-35,15,0,0
2021,Gryan Miers,Semi Final,03/09/2021,Giants,Win 103-68,18,0,1
2021,Rhys Stanley,Semi Final,03/09/2021,Giants,Win 103-68,19,0,0
2021,Rhys Stanley,21,06/08/2021,Giants,Loss 65-84,20,0,1
2023,Tanner Bruhn,11,27/05/2023,Giants,Loss 74-81,16,0,0
2023,Zach Guthrie,11,27/05/2023,Giants,Loss 74-81,17,0,0
2022,Zach Guthrie,8,07/05/2022,Giants,Win 88-35,23,1,0
2021,Zach Guthrie,Semi Final,03/09/2021,Giants,Win 103-68,7,0,0
2021,Zach Guthrie,21,06/08/2021,Giants,Loss 65-84,15,0,0
2023,Zach Tuohy,11,27/05/2023,Giants,Loss 74-81,15,0,0
2022,Zach Tuohy,8,07/05/2022,Giants,Win 88-35,28,0,0
2021,Zach Tuohy,Semi Final,03/09/2021,Giants,Win 103-68,31,0,0
2021,Zach Tuohy,21,06/08/2021,Giants,Loss 65-84,18,1,0
2023,Tom Hawkins,11,27/05/2023,Giants,Loss 74-81,10,1,0
2022,Tom Hawkins,8,07/05/2022,Giants,Win 88-35,11,1,2
2021,Tom Hawkins,Semi Final,03/09/2021,Giants,Win 103-68,19,5,1
2021,Tom Hawkins,21,06/08/2021,Giants,Loss 65-84,10,1,1
2023,Mark O'Connor,11,27/05/2023,Giants,Loss 74-81,14,0,0
2022,Mark O'Connor,8,07/05/2022,Giants,Win 88-35,21,0,1
2021,Jack Bowes,17,11/07/2021,Giants,Win 65-64,26,0,0
2023,Brad Close,11,27/05/2023,Giants,Loss 74-81,11,1,0
2022,Brad Close,8,07/05/2022,Giants,Win 88-35,12,1,1
2021,Brad Close,Semi Final,03/09/2021,Giants,Win 103-68,13,2,0
2021,Brad Close,21,06/08/2021,Giants,Loss 65-84,3,0,1
2023,Oliver Henry,11,27/05/2023,Giants,Loss 74-81,11,2,1
2022,Oliver Henry,15,26/06/2022,Giants,Win 88-77,6,2,1
2023,Brandan Parfitt,11,27/05/2023,Giants,Loss 74-81,14,1,0
2022,Brandan Parfitt,8,07/05/2022,Giants,Win 88-35,20,0,1
2021,Brandan Parfitt,Semi Final,03/09/2021,Giants,Win 103-68,3,0,0
2021,Brandan Parfitt,21,06/08/2021,Giants,Loss 65-84,20,0,1
2023,Tyson Stengle,11,27/05/2023,Giants,Loss 74-81,16,2,0
2022,Tyson Stengle,8,07/05/2022,Giants,Win 88-35,20,3,2
2021,Tyson Stengle,16,08/09/2021,Giants,Win 59-47,14,1,1
2023,Mitchell Knevitt,11,27/05/2023,Giants,Loss 74-81,8,0,0
2022,Mitchell Knevitt,8,07/05/2022,Giants,Win 88-35,15,0,1
2021,Gary Rohan,Semi Final,03/09/2021,Giants,Win 103-68,13,2,2
2021,Gary Rohan,21,06/08/2021,Giants,Loss 65-84,2,0,0
2023,Jack Henry,11,27/05/2023,Giants,Loss 74-81,11,1,0
2021,Jack Henry,Semi Final,03/09/2021,Giants,Win 103-68,11,0,0
2021,Jack Henry,21,06/08/2021,Giants,Loss 65-84,16,2,0
2023,Jake Kolodjashnij,11,27/05/2023,Giants,Loss 74-81,15,0,0
2022,Jake Kolodjashnij,8,07/05/2022,Giants,Win 88-35,21,0,0
2021,Jake Kolodjashnij,Semi Final,03/09/2021,Giants,Win 103-68,16,0,0
2021,Jake Kolodjashnij,21,06/08/2021,Giants,Loss 65-84,20,1,0
2023,Sam De Koning,11,27/05/2023,Giants,Loss 74-81,10,0,0
2022,Sam De Koning,8,07/05/2022,Giants,Win 88-35,17,0,0
2023,Jed Bews,11,27/05/2023,Giants,Loss 74-81,11,0,1
2022,Jed Bews,8,07/05/2022,Giants,Win 88-35,1,0,0
2021,Jed Bews,Semi Final,03/09/2021,Giants,Win 103-68,14,0,0
2021,Jed Bews,21,06/08/2021,Giants,Loss 65-84,23,0,0
2023,Oisin Mullin,11,27/05/2023,Giants,Loss 74-81,15,0,1
