Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim English,23,20/08/2023,Eagles,Loss 85-92,21,1,0
2022,Tim English,11,28/05/2022,Eagles,Win 161-60,25,1,1
2021,Tim English,15,27/06/2021,Eagles,Win 98-43,13,0,2
2021,Tim English,2,28/03/2021,Eagles,Win 100-93,9,1,0
2023,Marcus Bontempelli,23,20/08/2023,Eagles,Loss 85-92,32,1,0
2022,Marcus Bontempelli,11,28/05/2022,Eagles,Win 161-60,21,1,2
2021,Marcus Bontempelli,15,27/06/2021,Eagles,Win 98-43,29,3,1
2021,Marcus Bontempelli,2,28/03/2021,Eagles,Win 100-93,30,3,1
2023,Adam Treloar,23,20/08/2023,Eagles,Loss 85-92,32,1,2
2022,Adam Treloar,11,28/05/2022,Eagles,Win 161-60,35,1,2
2021,Adam Treloar,2,28/03/2021,Eagles,Win 100-93,25,0,1
2022,Tom Liberatore,11,28/05/2022,Eagles,Win 161-60,20,1,0
2021,Tom Liberatore,15,27/06/2021,Eagles,Win 98-43,20,0,2
2021,Tom Liberatore,2,28/03/2021,Eagles,Win 100-93,26,0,2
2023,Jack Macrae,23,20/08/2023,Eagles,Loss 85-92,13,0,0
2022,Jack Macrae,11,28/05/2022,Eagles,Win 161-60,30,0,0
2021,Jack Macrae,15,27/06/2021,Eagles,Win 98-43,32,1,0
2021,Jack Macrae,2,28/03/2021,Eagles,Win 100-93,41,0,1
2023,Caleb Daniel,23,20/08/2023,Eagles,Loss 85-92,25,0,0
2022,Caleb Daniel,11,28/05/2022,Eagles,Win 161-60,26,0,0
2021,Caleb Daniel,15,27/06/2021,Eagles,Win 98-43,24,0,0
2021,Caleb Daniel,2,28/03/2021,Eagles,Win 100-93,26,1,0
2023,Bailey Dale,23,20/08/2023,Eagles,Loss 85-92,25,0,1
2022,Bailey Dale,11,28/05/2022,Eagles,Win 161-60,28,1,0
2021,Bailey Dale,15,27/06/2021,Eagles,Win 98-43,23,0,0
2021,Bailey Dale,2,28/03/2021,Eagles,Win 100-93,17,0,0
2023,Bailey Smith,23,20/08/2023,Eagles,Loss 85-92,21,0,0
2021,Bailey Smith,15,27/06/2021,Eagles,Win 98-43,31,2,2
2021,Bailey Smith,2,28/03/2021,Eagles,Win 100-93,25,1,0
2023,Ed Richards,23,20/08/2023,Eagles,Loss 85-92,23,0,0
2022,Ed Richards,11,28/05/2022,Eagles,Win 161-60,16,0,0
2021,Ed Richards,15,27/06/2021,Eagles,Win 98-43,16,0,0
2021,Jason Johannisen,15,27/06/2021,Eagles,Win 98-43,16,0,2
2023,Bailey Williams,23,20/08/2023,Eagles,Loss 85-92,11,0,1
2022,Bailey Williams,11,28/05/2022,Eagles,Win 161-60,23,2,0
2021,Bailey Williams,15,27/06/2021,Eagles,Win 98-43,11,0,1
2021,Bailey Williams,2,28/03/2021,Eagles,Win 100-93,20,0,0
2023,Aaron Naughton,23,20/08/2023,Eagles,Loss 85-92,15,1,2
2022,Aaron Naughton,11,28/05/2022,Eagles,Win 161-60,11,4,1
2021,Aaron Naughton,15,27/06/2021,Eagles,Win 98-43,15,4,2
2021,Aaron Naughton,2,28/03/2021,Eagles,Win 100-93,13,3,2
2023,Lachlan Bramble,10,21/05/2023,Eagles,Win 142-26,24,1,0
2023,Oskar Baker,23,20/08/2023,Eagles,Loss 85-92,13,1,1
2023,Jamarra Ugle-Hagan,23,20/08/2023,Eagles,Loss 85-92,7,1,1
2023,Rory Lobb,23,20/08/2023,Eagles,Loss 85-92,14,3,2
2022,Rory Lobb,22,13/08/2022,Eagles,Win 71-47,7,0,1
2022,Rory Lobb,3,03/04/2022,Eagles,Win 102-47,8,2,1
2021,Rory Lobb,7,02/05/2021,Eagles,Loss 73-132,9,2,0
2023,Cody Weightman,23,20/08/2023,Eagles,Loss 85-92,11,1,0
2022,Cody Weightman,11,28/05/2022,Eagles,Win 161-60,12,2,1
2021,Cody Weightman,15,27/06/2021,Eagles,Win 98-43,10,1,1
2023,Caleb Poulter,23,20/08/2023,Eagles,Loss 85-92,17,0,0
2023,Laitham Vandermeer,23,20/08/2023,Eagles,Loss 85-92,16,0,0
2021,Laitham Vandermeer,2,28/03/2021,Eagles,Win 100-93,10,1,2
2023,Rhylee West,23,20/08/2023,Eagles,Loss 85-92,11,1,1
2022,Rhylee West,11,28/05/2022,Eagles,Win 161-60,13,2,0
2023,Alex Keath,23,20/08/2023,Eagles,Loss 85-92,17,0,0
2022,Alex Keath,11,28/05/2022,Eagles,Win 161-60,13,2,0
2021,Alex Keath,15,27/06/2021,Eagles,Win 98-43,11,0,0
2021,Alex Keath,2,28/03/2021,Eagles,Win 100-93,14,0,0
2023,Taylor Duryea,23,20/08/2023,Eagles,Loss 85-92,6,0,0
2022,Taylor Duryea,11,28/05/2022,Eagles,Win 161-60,19,1,0
2021,Taylor Duryea,15,27/06/2021,Eagles,Win 98-43,21,0,0
2021,Taylor Duryea,2,28/03/2021,Eagles,Win 100-93,22,0,0
2023,Anthony Scott,23,20/08/2023,Eagles,Loss 85-92,7,1,0
2022,Anthony Scott,11,28/05/2022,Eagles,Win 161-60,13,1,0
2021,Anthony Scott,15,27/06/2021,Eagles,Win 98-43,8,0,0
2021,Anthony Scott,2,28/03/2021,Eagles,Win 100-93,9,0,0
2022,James Harmes,9,15/05/2022,Eagles,Win 112-38,17,0,1
2021,James Harmes,21,09/08/2021,Eagles,Win 72-63,25,1,1
2023,Liam Jones,23,20/08/2023,Eagles,Loss 85-92,14,0,0
2022,Liam Jones,12,06/06/2022,Eagles,Loss 73-95,16,0,0
2021,Liam Jones,12,06/06/2021,Eagles,Loss 73-95,16,0,0
2022,Ryan Gardner,11,28/05/2022,Eagles,Win 161-60,15,0,0
2021,Ryan Gardner,15,27/06/2021,Eagles,Win 98-43,1,0,0
2021,Ryan Gardner,2,28/03/2021,Eagles,Win 100-93,10,0,0
2021,Riley Garcia,15,27/06/2021,Eagles,Win 98-43,13,1,0
2023,James O'Donnell,23,20/08/2023,Eagles,Loss 85-92,14,0,0
2023,Lachlan McNeil,23,20/08/2023,Eagles,Loss 85-92,5,0,0
2022,Lachlan McNeil,11,28/05/2022,Eagles,Win 161-60,14,2,0
2021,Lachlan McNeil,2,28/03/2021,Eagles,Win 100-93,9,0,2
2022,Buku Khamis,11,28/05/2022,Eagles,Win 161-60,8,1,2
2021,Nick Coffield,19,24/07/2021,Eagles,Loss 86-94,17,0,0
