Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Clayton Oliver,23,20/08/2023,Hawks,Win 87-60,14,1,0
2023,Clayton Oliver,9,13/05/2023,Hawks,Win 103-49,34,1,0
2022,Clayton Oliver,7,30/04/2022,Hawks,Win 91-81,33,0,1
2021,Clayton Oliver,18,17/07/2021,Hawks,Draw 79-79,35,0,0
2021,Clayton Oliver,5,18/04/2021,Hawks,Win 104-54,30,0,2
2023,Christian Petracca,23,20/08/2023,Hawks,Win 87-60,22,1,1
2023,Christian Petracca,9,13/05/2023,Hawks,Win 103-49,30,0,2
2022,Christian Petracca,7,30/04/2022,Hawks,Win 91-81,31,1,1
2021,Christian Petracca,18,17/07/2021,Hawks,Draw 79-79,33,0,1
2021,Christian Petracca,5,18/04/2021,Hawks,Win 104-54,23,2,0
2023,Jack Viney,23,20/08/2023,Hawks,Win 87-60,25,0,0
2023,Jack Viney,9,13/05/2023,Hawks,Win 103-49,31,1,0
2022,Jack Viney,7,30/04/2022,Hawks,Win 91-81,23,0,0
2021,Jack Viney,18,17/07/2021,Hawks,Draw 79-79,32,0,0
2021,Jack Viney,5,18/04/2021,Hawks,Win 104-54,20,0,0
2023,Max Gawn,23,20/08/2023,Hawks,Win 87-60,20,0,1
2023,Max Gawn,9,13/05/2023,Hawks,Win 103-49,18,1,1
2022,Max Gawn,7,30/04/2022,Hawks,Win 91-81,29,2,0
2021,Max Gawn,18,17/07/2021,Hawks,Draw 79-79,15,0,0
2021,Max Gawn,5,18/04/2021,Hawks,Win 104-54,26,1,2
2023,Lachie Hunter,23,20/08/2023,Hawks,Win 87-60,18,0,0
2023,Lachie Hunter,9,13/05/2023,Hawks,Win 103-49,17,0,0
2022,Lachie Hunter,23,21/08/2022,Hawks,Win 87-64,23,1,2
2021,Lachie Hunter,22,14/08/2021,Hawks,Loss 37-64,18,0,0
2023,Christian Salem,23,20/08/2023,Hawks,Win 87-60,20,0,0
2021,Christian Salem,18,17/07/2021,Hawks,Draw 79-79,25,0,0
2021,Christian Salem,5,18/04/2021,Hawks,Win 104-54,30,0,0
2023,Trent Rivers,23,20/08/2023,Hawks,Win 87-60,27,0,0
2023,Trent Rivers,9,13/05/2023,Hawks,Win 103-49,24,1,0
2022,Trent Rivers,7,30/04/2022,Hawks,Win 91-81,17,0,0
2021,Trent Rivers,18,17/07/2021,Hawks,Draw 79-79,12,0,0
2021,Trent Rivers,5,18/04/2021,Hawks,Win 104-54,21,0,0
2023,Alex Neal-Bullen,23,20/08/2023,Hawks,Win 87-60,15,0,0
2023,Alex Neal-Bullen,9,13/05/2023,Hawks,Win 103-49,17,0,1
2021,Alex Neal-Bullen,18,17/07/2021,Hawks,Draw 79-79,13,1,0
2021,Alex Neal-Bullen,5,18/04/2021,Hawks,Win 104-54,14,0,0
2023,Ed Langdon,23,20/08/2023,Hawks,Win 87-60,18,0,0
2023,Ed Langdon,9,13/05/2023,Hawks,Win 103-49,22,1,0
2022,Ed Langdon,7,30/04/2022,Hawks,Win 91-81,9,0,1
2021,Ed Langdon,18,17/07/2021,Hawks,Draw 79-79,21,0,1
2021,Ed Langdon,5,18/04/2021,Hawks,Win 104-54,17,3,1
2023,Steven May,23,20/08/2023,Hawks,Win 87-60,14,0,0
2023,Steven May,9,13/05/2023,Hawks,Win 103-49,15,0,0
2022,Steven May,7,30/04/2022,Hawks,Win 91-81,20,0,0
2021,Steven May,18,17/07/2021,Hawks,Draw 79-79,13,0,0
2023,Tom Sparrow,23,20/08/2023,Hawks,Win 87-60,17,1,1
2023,Tom Sparrow,9,13/05/2023,Hawks,Win 103-49,13,1,0
2023,Kysaiah Pickett,23,20/08/2023,Hawks,Win 87-60,5,0,0
2023,Kysaiah Pickett,9,13/05/2023,Hawks,Win 103-49,12,1,1
2021,Kysaiah Pickett,18,17/07/2021,Hawks,Draw 79-79,14,2,1
2021,Kysaiah Pickett,5,18/04/2021,Hawks,Win 104-54,18,2,3
2023,Bayley Fritsch,9,13/05/2023,Hawks,Win 103-49,15,2,2
2022,Bayley Fritsch,7,30/04/2022,Hawks,Win 91-81,9,1,1
