Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Tim Taranto,9,12/05/2023,Cats,Win 102-78,28,0,0
2022,Tim Taranto,8,07/05/2022,Cats,Loss 35-88,24,0,0
2021,Tim Taranto,Semi Final,03/09/2021,Cats,Loss 68-103,20,0,0
2021,Tim Taranto,21,06/08/2021,Cats,Win 84-65,34,2,0
2022,Toby Nankervis,15,25/06/2022,Cats,Loss 86-89,22,0,0
2021,Toby Nankervis,19,25/07/2021,Cats,Loss 57-95,15,0,0
2021,Toby Nankervis,8,07/05/2021,Cats,Loss 63-126,10,0,0
2023,Jayden Short,9,12/05/2023,Cats,Win 102-78,26,0,0
2022,Jayden Short,15,25/06/2022,Cats,Loss 86-89,21,0,0
2021,Jayden Short,19,25/07/2021,Cats,Loss 57-95,26,0,0
2021,Jayden Short,8,07/05/2021,Cats,Loss 63-126,22,0,0
2023,Dustin Martin,9,12/05/2023,Cats,Win 102-78,19,4,1
2022,Dustin Martin,15,25/06/2022,Cats,Loss 86-89,19,1,2
2021,Dustin Martin,8,07/05/2021,Cats,Loss 63-126,21,0,2
2023,Shai Bolton,9,12/05/2023,Cats,Win 102-78,20,1,0
2022,Shai Bolton,15,25/06/2022,Cats,Loss 86-89,14,3,2
2021,Shai Bolton,19,25/07/2021,Cats,Loss 57-95,14,0,1
2021,Shai Bolton,8,07/05/2021,Cats,Loss 63-126,21,3,1
2023,Nick Vlastuin,9,12/05/2023,Cats,Win 102-78,15,0,0
2022,Nick Vlastuin,15,25/06/2022,Cats,Loss 86-89,24,0,0
2021,Nick Vlastuin,8,07/05/2021,Cats,Loss 63-126,12,0,0
2023,Jacob Hopper,9,12/05/2023,Cats,Win 102-78,10,0,0
2021,Jacob Hopper,Semi Final,03/09/2021,Cats,Loss 68-103,27,0,1
2023,Daniel Rioli,9,12/05/2023,Cats,Win 102-78,23,1,1
2022,Daniel Rioli,15,25/06/2022,Cats,Loss 86-89,27,0,0
2021,Daniel Rioli,19,25/07/2021,Cats,Loss 57-95,19,0,0
2021,Daniel Rioli,8,07/05/2021,Cats,Loss 63-126,12,1,0
2023,Dion Prestia,9,12/05/2023,Cats,Win 102-78,19,1,0
2022,Dion Prestia,15,25/06/2022,Cats,Loss 86-89,4,0,0
2023,Jack Ross,9,12/05/2023,Cats,Win 102-78,13,0,0
2022,Jack Ross,15,25/06/2022,Cats,Loss 86-89,25,0,0
2021,Jack Ross,19,25/07/2021,Cats,Loss 57-95,25,0,0
2021,Jack Ross,8,07/05/2021,Cats,Loss 63-126,18,0,0
2023,Liam Baker,9,12/05/2023,Cats,Win 102-78,21,0,0
2022,Liam Baker,15,25/06/2022,Cats,Loss 86-89,24,1,0
2021,Liam Baker,19,25/07/2021,Cats,Loss 57-95,15,0,2
2021,Liam Baker,8,07/05/2021,Cats,Loss 63-126,20,0,1
2023,Nathan Broad,9,12/05/2023,Cats,Win 102-78,19,0,0
2022,Nathan Broad,15,25/06/2022,Cats,Loss 86-89,16,0,0
2021,Nathan Broad,8,07/05/2021,Cats,Loss 63-126,12,0,0
2023,Noah Balta,9,12/05/2023,Cats,Win 102-78,17,0,0
2021,Noah Balta,8,07/05/2021,Cats,Loss 63-126,12,0,0
2023,Jack Graham,9,12/05/2023,Cats,Win 102-78,17,1,0
2022,Jack Graham,15,25/06/2022,Cats,Loss 86-89,17,0,1
2021,Jack Graham,19,25/07/2021,Cats,Loss 57-95,15,0,0
2021,Jack Graham,8,07/05/2021,Cats,Loss 63-126,15,0,1
2023,Kamdyn McIntosh,9,12/05/2023,Cats,Win 102-78,19,0,1
2022,Kamdyn McIntosh,15,25/06/2022,Cats,Loss 86-89,21,0,0
2021,Kamdyn McIntosh,8,07/05/2021,Cats,Loss 63-126,14,0,0
2022,Tom Lynch,15,25/06/2022,Cats,Loss 86-89,12,3,1
2021,Tom Lynch,19,25/07/2021,Cats,Loss 57-95,12,1,2
2021,Tom Lynch,8,07/05/2021,Cats,Loss 63-126,7,1,1
2023,Marlion Pickett,9,12/05/2023,Cats,Win 102-78,7,0,0
2022,Marlion Pickett,15,25/06/2022,Cats,Loss 86-89,16,0,0
2021,Marlion Pickett,19,25/07/2021,Cats,Loss 57-95,13,0,1
2021,Marlion Pickett,8,07/05/2021,Cats,Loss 63-126,13,0,0
2022,Jacob Koschitzke,5,18/04/2022,Cats,Win 92-80,6,0,0
2021,Jacob Koschitzke,3,05/04/2021,Cats,Loss 64-69,4,1,1
2023,Samson Ryan,9,12/05/2023,Cats,Win 102-78,9,0,0
2023,Ben Miller,9,12/05/2023,Cats,Win 102-78,6,0,0
2023,Rhyan Mansell,9,12/05/2023,Cats,Win 102-78,9,2,0
2021,Rhyan Mansell,19,25/07/2021,Cats,Loss 57-95,17,0,0
2021,Rhyan Mansell,8,07/05/2021,Cats,Loss 63-126,10,0,0
2023,Judson Clarke,9,12/05/2023,Cats,Win 102-78,2,1,0
2022,Judson Clarke,15,25/06/2022,Cats,Loss 86-89,4,1,0
2023,Hugo Ralphsmith,9,12/05/2023,Cats,Win 102-78,13,0,0
2022,Hugo Ralphsmith,15,25/06/2022,Cats,Loss 86-89,13,1,0
2023,Dylan Grimes,9,12/05/2023,Cats,Win 102-78,6,0,0
2022,Dylan Grimes,15,25/06/2022,Cats,Loss 86-89,16,0,0
2021,Dylan Grimes,19,25/07/2021,Cats,Loss 57-95,18,0,0
2022,Maurice Rioli,15,25/06/2022,Cats,Loss 86-89,6,2,0
2022,Josh Gibcus,15,25/06/2022,Cats,Loss 86-89,3,0,0
