Year,Player Name,Round,Date,Opponent,Result,D,G,B
2023,Sam Docherty,3,01/04/2023,Giants,Win 74-64,39,1,0
2022,Sam Docherty,19,24/07/2022,Giants,Win 90-54,26,0,0
2022,Sam Docherty,9,15/05/2022,Giants,Win 105-75,28,1,0
2021,Sam Docherty,14,19/06/2021,Giants,Loss 66-102,21,0,0
2023,Nic Newman,24,27/08/2023,Giants,Loss 73-105,25,0,1
2023,Nic Newman,3,01/04/2023,Giants,Win 74-64,24,0,0
2022,Nic Newman,19,24/07/2022,Giants,Win 90-54,23,0,0
2022,Nic Newman,9,15/05/2022,Giants,Win 105-75,19,0,0
2021,Nic Newman,23,21/08/2021,Giants,Loss 75-89,27,0,0
2021,Nic Newman,14,19/06/2021,Giants,Loss 66-102,14,0,1
2023,Adam Cerra,24,27/08/2023,Giants,Loss 73-105,23,0,0
2023,Adam Cerra,3,01/04/2023,Giants,Win 74-64,28,0,0
2022,Adam Cerra,19,24/07/2022,Giants,Win 90-54,27,0,0
2022,Adam Cerra,9,15/05/2022,Giants,Win 105-75,24,0,0
2021,Adam Cerra,2,28/03/2021,Giants,Win 87-56,28,0,1
2023,Sam Walsh,24,27/08/2023,Giants,Loss 73-105,28,0,0
2022,Sam Walsh,19,24/07/2022,Giants,Win 90-54,31,0,0
2022,Sam Walsh,9,15/05/2022,Giants,Win 105-75,31,2,1
2021,Sam Walsh,23,21/08/2021,Giants,Loss 75-89,29,0,1
2021,Sam Walsh,14,19/06/2021,Giants,Loss 66-102,20,0,0
2023,Patrick Cripps,3,01/04/2023,Giants,Win 74-64,42,0,2
2022,Patrick Cripps,19,24/07/2022,Giants,Win 90-54,34,1,2
2022,Patrick Cripps,9,15/05/2022,Giants,Win 105-75,26,0,1
2021,Patrick Cripps,23,21/08/2021,Giants,Loss 75-89,17,0,0
2021,Patrick Cripps,14,19/06/2021,Giants,Loss 66-102,24,0,1
2023,Blake Acres,24,27/08/2023,Giants,Loss 73-105,21,0,0
2023,Blake Acres,3,01/04/2023,Giants,Win 74-64,21,0,1
2022,Blake Acres,23,20/08/2022,Giants,Win 89-69,22,0,1
2022,Blake Acres,4,09/04/2022,Giants,Win 88-54,21,1,0
2021,Blake Acres,2,28/03/2021,Giants,Win 87-56,21,0,0
2023,Charlie Curnow,24,27/08/2023,Giants,Loss 73-105,12,3,0
2023,Charlie Curnow,3,01/04/2023,Giants,Win 74-64,17,2,3
2022,Charlie Curnow,19,24/07/2022,Giants,Win 90-54,18,4,1
2022,Charlie Curnow,9,15/05/2022,Giants,Win 105-75,11,2,0
2021,Charlie Curnow,23,21/08/2021,Giants,Loss 75-89,15,0,1
2022,Matthew Kennedy,19,24/07/2022,Giants,Win 90-54,27,0,1
2022,Matthew Kennedy,9,15/05/2022,Giants,Win 105-75,27,1,1
2021,Matthew Kennedy,23,21/08/2021,Giants,Loss 75-89,21,0,0
2021,Matthew Kennedy,14,19/06/2021,Giants,Loss 66-102,27,0,0
2023,George Hewett,24,27/08/2023,Giants,Loss 73-105,20,1,0
2023,George Hewett,3,01/04/2023,Giants,Win 74-64,20,0,0
2022,George Hewett,9,15/05/2022,Giants,Win 105-75,30,0,2
2021,George Hewett,Elimination Final,28/08/2021,Giants,Loss 73-74,19,0,0
2021,George Hewett,18,18/07/2021,Giants,Win 98-72,30,0,0
2021,George Hewett,5,17/04/2021,Giants,Loss 69-71,13,0,0
2023,Adam Saad,24,27/08/2023,Giants,Loss 73-105,21,0,0
2023,Adam Saad,3,01/04/2023,Giants,Win 74-64,23,0,0
2022,Adam Saad,19,24/07/2022,Giants,Win 90-54,25,0,0
2022,Adam Saad,9,15/05/2022,Giants,Win 105-75,18,0,0
2021,Adam Saad,23,21/08/2021,Giants,Loss 75-89,19,0,1
2021,Adam Saad,14,19/06/2021,Giants,Loss 66-102,19,0,1
2023,Mitch McGovern,24,27/08/2023,Giants,Loss 73-105,22,0,0
2023,Mitch McGovern,3,01/04/2023,Giants,Win 74-64,15,0,0
2022,Mitch McGovern,19,24/07/2022,Giants,Win 90-54,10,0,0
2021,Mitch McGovern,23,21/08/2021,Giants,Loss 75-89,13,1,0
2023,Jacob Weitering,24,27/08/2023,Giants,Loss 73-105,18,0,0
2023,Jacob Weitering,3,01/04/2023,Giants,Win 74-64,17,0,0
2022,Jacob Weitering,19,24/07/2022,Giants,Win 90-54,15,0,0
2022,Jacob Weitering,9,15/05/2022,Giants,Win 105-75,18,0,0
2021,Jacob Weitering,23,21/08/2021,Giants,Loss 75-89,14,0,0
2021,Jacob Weitering,14,19/06/2021,Giants,Loss 66-102,14,0,0
2023,Brodie Kemp,24,27/08/2023,Giants,Loss 73-105,16,0,0
2022,Brodie Kemp,9,15/05/2022,Giants,Win 105-75,14,0,0
2021,Brodie Kemp,23,21/08/2021,Giants,Loss 75-89,14,0,0
2023,Harry McKay,24,27/08/2023,Giants,Loss 73-105,16,0,0
2023,Harry McKay,3,01/04/2023,Giants,Win 74-64,7,0,1
2022,Harry McKay,19,24/07/2022,Giants,Win 90-54,18,2,3
2021,Harry McKay,14,19/06/2021,Giants,Loss 66-102,13,3,2
2023,Tom De Koning,24,27/08/2023,Giants,Loss 73-105,16,1,0
2023,Tom De Koning,3,01/04/2023,Giants,Win 74-64,12,0,1
2022,Tom De Koning,19,24/07/2022,Giants,Win 90-54,12,0,0
2022,Tom De Koning,9,15/05/2022,Giants,Win 105-75,11,1,0
2021,Tom De Koning,23,21/08/2021,Giants,Loss 75-89,10,0,0
2021,Tom De Koning,14,19/06/2021,Giants,Loss 66-102,8,1,0
2023,Jack Silvagni,3,01/04/2023,Giants,Win 74-64,19,1,0
2022,Jack Silvagni,19,24/07/2022,Giants,Win 90-54,15,1,0
2022,Jack Silvagni,9,15/05/2022,Giants,Win 105-75,20,2,0
2021,Jack Silvagni,14,19/06/2021,Giants,Loss 66-102,10,0,2
2023,Matthew Cottrell,24,27/08/2023,Giants,Loss 73-105,13,1,1
2022,Matthew Cottrell,19,24/07/2022,Giants,Win 90-54,16,2,0
2022,Matthew Cottrell,9,15/05/2022,Giants,Win 105-75,15,0,0
2023,Lachie Fogarty,24,27/08/2023,Giants,Loss 73-105,14,0,0
2021,Lachie Fogarty,23,21/08/2021,Giants,Loss 75-89,20,0,0
2021,Lachie Fogarty,14,19/06/2021,Giants,Loss 66-102,9,1,0
2023,David Cuningham,24,27/08/2023,Giants,Loss 73-105,24,0,1
2023,Marc Pittonet,3,01/04/2023,Giants,Win 74-64,12,0,0
2021,Marc Pittonet,14,19/06/2021,Giants,Loss 66-102,12,1,0
2023,Oliver Hollands,24,27/08/2023,Giants,Loss 73-105,15,0,1
2023,Oliver Hollands,3,01/04/2023,Giants,Win 74-64,13,0,0
2023,Lewis Young,3,01/04/2023,Giants,Win 74-64,11,0,0
2022,Lewis Young,19,24/07/2022,Giants,Win 90-54,11,0,0
2023,Caleb Marchbank,24,27/08/2023,Giants,Loss 73-105,9,0,0
2023,Jack Martin,24,27/08/2023,Giants,Loss 73-105,7,1,0
2021,Jack Martin,14,19/06/2021,Giants,Loss 66-102,11,0,0
2023,Elijah Hollands,19,23/07/2023,Giants,Loss 63-103,19,2,0
2023,Matthew Owies,24,27/08/2023,Giants,Loss 73-105,10,2,1
2023,Matthew Owies,3,01/04/2023,Giants,Win 74-64,4,2,0
2022,Matthew Owies,9,15/05/2022,Giants,Win 105-75,15,0,2
2021,Matthew Owies,14,19/06/2021,Giants,Loss 66-102,10,2,2
2023,Jesse Motlop,3,01/04/2023,Giants,Win 74-64,17,2,0
2022,Jesse Motlop,19,24/07/2022,Giants,Win 90-54,5,0,0
2022,Jesse Motlop,9,15/05/2022,Giants,Win 105-75,9,1,0
2023,Corey Durdin,24,27/08/2023,Giants,Loss 73-105,9,1,1
2023,Corey Durdin,3,01/04/2023,Giants,Win 74-64,8,1,1
2022,Corey Durdin,19,24/07/2022,Giants,Win 90-54,6,1,0
2022,Corey Durdin,9,15/05/2022,Giants,Win 105-75,19,2,1
2021,Corey Durdin,23,21/08/2021,Giants,Loss 75-89,3,1,0
2023,Alex Cincotta,24,27/08/2023,Giants,Loss 73-105,6,0,0
2023,Lachlan Cowan,3,01/04/2023,Giants,Win 74-64,11,0,0
2021,Orazio Fantasia,20,01/08/2021,Giants,Win 100-73,11,1,1
2022,Jack Carroll,9,15/05/2022,Giants,Win 105-75,11,0,1
2022,Zac Williams,9,15/05/2022,Giants,Win 105-75,2,0,0
2021,Zac Williams,14,19/06/2021,Giants,Loss 66-102,11,0,0
